Priority,Alert_Description,Start_ISO,Start_Epoch,Start_Hour,Start_DOW,Is_Weekend,Duration_Sec,Duration_Min,Priority_Norm,Priority_Level,Component_Type,Component_Name,Test,Raw_Type,Raw_Name,Raw_Test,Src_Type,Src_Name,Ner_Type,Ner_Name,Regex_Type,Regex_Name
Minor,Deployment obic-interest-extrp-service of namespace javaic is in an unhealthy state on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T18:11:00,1754071860,18,4,False,,,Minor,1,host,Kubernetes,Deployment obic-interest-extrp-service of namespace javaic is in an unhealthy state,host,Kubernetes,Deployment obic-interest-extrp-service of namespace javaic is in an unhealthy state,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There are many waiting containers in pod fcubsgateway-ingress-ingress-nginx-controller-5d8b6f9769-krcj7 of namespace fcubsgateway-ingress on Kubernetes Cluster flexcube-cbs-mig-tkc,2025-08-01T18:11:00,1754071860,18,4,False,,,Minor,1,host,Kubernetes,There are many waiting containers in pod fcubsgateway-ingress-ingress-nginx-controller-5d8b6f9769-krcj7 of namespace fcubsgateway-ingress,host,Kubernetes,There are many waiting containers in pod fcubsgateway-ingress-ingress-nginx-controller-5d8b6f9769-krcj7 of namespace fcubsgateway-ingress,regex,regex,kubernetes cluster,fcubsgateway-ingress-ingress-nginx-controller-5d8b6f9769-krcj7,host,Kubernetes
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T18:11:00,1754071860,18,4,False,916.0,15.267,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v7mpg,host,Kubernetes
Minor,Many containers of pod busybox of namespace default are not ready on Kubernetes Cluster flexcube-cbs-mig-tkc,2025-08-01T18:11:00,1754071860,18,4,False,,,Minor,1,host,Kubernetes,Many containers of pod busybox of namespace default are not ready,host,Kubernetes,Many containers of pod busybox of namespace default are not ready,regex,regex,kubernetes cluster,UNK,host,Kubernetes
Minor,Many containers of pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic are not ready on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T18:11:00,1754071860,18,4,False,,,Minor,1,host,Kubernetes,Many containers of pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic are not ready,host,Kubernetes,Many containers of pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic are not ready,regex,regex,kubernetes cluster,UNK,host,Kubernetes
Major,Pod fcubsgateway-ingress-ingress-nginx-controller-5d8b6f9769-krcj7 of namespace fcubsgateway-ingress has failed for Kubernetes Cluster flexcube-cbs-mig-tkc,2025-08-01T18:11:00,1754071860,18,4,False,,,Major,2,kubernetes cluster,namespace,UNK,kubernetes cluster,namespace,UNK,ner,ner,kubernetes cluster,namespace,UNK,UNK
Major,AWS VPN tunnel -:vpn-093fb37d16116b2dd is down in region ap-southeast-1 of AWS Cloud KBZT,2025-08-01T18:11:00,1754071860,18,4,False,301.0,5.017,Major,2,aws cloud,AWS,UNK,aws cloud,AWS,UNK,ner,ner,aws cloud,AWS,UNK,UNK
Major,Many containers are allocated with high Memory limits on Kubernetes Cluster flexcube-cbs-prod-tkc,2025-08-01T18:11:00,1754071860,18,4,False,,,Major,2,host,Kubernetes,Many containers are allocated with high Memory limits,host,Kubernetes,Many containers are allocated with high Memory limits,regex,regex,kubernetes cluster,Kubernetes,host,Kubernetes
Minor,Many containers are allocated with high Memory limits on Kubernetes Cluster flexcube-cbs-mig-tkc,2025-08-01T18:11:00,1754071860,18,4,False,,,Minor,1,host,Kubernetes,Many containers are allocated with high Memory limits,host,Kubernetes,Many containers are allocated with high Memory limits,regex,regex,kubernetes cluster,Kubernetes,host,Kubernetes
Minor,Many containers are allocated with high Memory limits on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T18:11:00,1754071860,18,4,False,75600.0,1260.0,Minor,1,host,Kubernetes,Many containers are allocated with high Memory limits,host,Kubernetes,Many containers are allocated with high Memory limits,regex,regex,kubernetes cluster,Kubernetes,host,Kubernetes
Minor,Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T18:11:00,1754071860,18,4,False,1157.0,19.283,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T18:11:00,1754071860,18,4,False,552.0,9.2,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:10:00,1754071800,18,4,False,881.0,14.683,Minor,1,host,Oracle,Many blocked sessions,host,Oracle,Many blocked sessions,regex,regex,oracle database,Oracle,host,Oracle
Minor,Load failures rate is high {CBSAccountingService_1568\w3wp#13},2025-08-01T18:10:00,1754071800,18,4,False,597.0,9.95,Minor,1,resource,CBSAccountingService_1568\w3wp#13,Load failures rate is high,resource,CBSAccountingService_1568\w3wp#13,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\w3wp#13,resource,CBSAccountingService_1568\w3wp#13
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:10:00,1754071800,18,4,False,116.0,1.933,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:10:00,1754071800,18,4,False,116.0,1.933,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB,2025-08-01T18:10:00,1754071800,18,4,False,14940.0,249.0,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:09:00,1754071740,18,4,False,177.0,2.95,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T18:09:00,1754071740,18,4,False,18480.0,308.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-72896,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T18:09:00,1754071740,18,4,False,312.0,5.2,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T18:09:00,1754071740,18,4,False,10200.0,170.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-hgf4p,host,Kubernetes
Minor,Many maintenance {system-update},2025-08-01T18:09:00,1754071740,18,4,False,96.0,1.6,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T18:09:00,1754071740,18,4,False,98.0,1.633,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Major,High disk space usage on /oggdata drive of BI_Reporting_Prod,2025-08-01T18:09:00,1754071740,18,4,False,1148.0,19.133,Major,2,host,BI_Reporting_Prod,High disk space usage on /oggdata,host,BI_Reporting_Prod,High disk space usage on /oggdata,regex,regex,host,BI_Reporting_Prod,host,BI_Reporting_Prod
Minor,Many blocked connections for user KBZREPS on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:08:00,1754071680,18,4,False,1148.0,19.133,Minor,1,host,Oracle,Many blocked connections for user KBZREPS,host,Oracle,Many blocked connections for user KBZREPS,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:07:00,1754071620,18,4,False,588.0,9.8,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,CPU usage of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:07:00,1754071620,18,4,False,2317.0,38.617,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many instances have been removed recently from AWS Cloud apiring-aws-prd,2025-08-01T18:07:00,1754071620,18,4,False,2324.0,38.733,Minor,1,aws cloud,apiring-aws-prd,Many instances have been removed recently,aws cloud,apiring-aws-prd,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,apiring-aws-prd
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T18:07:00,1754071620,18,4,False,20.0,0.333,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many blocked sessions on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T18:07:00,1754071620,18,4,False,1127.0,18.783,Minor,1,host,Oracle,Many blocked sessions,host,Oracle,Many blocked sessions,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T18:07:00,1754071620,18,4,False,22.0,0.367,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:06:00,1754071560,18,4,False,135.0,2.25,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,Many blocked connections for user _BACKGROUND on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T18:06:00,1754071560,18,4,False,653.0,10.883,Minor,1,host,Oracle,Many blocked connections for user _BACKGROUND,host,Oracle,Many blocked connections for user _BACKGROUND,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660,2025-08-01T18:06:00,1754071560,18,4,False,623.0,10.383,Minor,1,host,Oracle,Many long running queries for DB03,host,Oracle,Many long running queries for DB03,regex,regex,UNK,Oracle,host,Oracle
Minor,SMA port Port 21 in down state,2025-08-01T18:06:00,1754071560,18,4,False,13260.0,221.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 30 in down state,2025-08-01T18:06:00,1754071560,18,4,False,13260.0,221.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 19 in down state,2025-08-01T18:06:00,1754071560,18,4,False,13260.0,221.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 29 in down state,2025-08-01T18:06:00,1754071560,18,4,False,13260.0,221.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 27 in down state,2025-08-01T18:06:00,1754071560,18,4,False,13260.0,221.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 22 in down state,2025-08-01T18:06:00,1754071560,18,4,False,13260.0,221.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,Alert detected for Maximum CPU thread of HANA Service Threads {All Threads},2025-08-01T18:06:00,1754071560,18,4,False,1097.0,18.283,Minor,1,resource,All Threads,Alert detected for Maximum CPU thread of HANA Service Threads,resource,All Threads,Alert detected for Maximum CPU thread of HANA Service Threads,regex,regex,UNK,HANA,resource,All Threads
Minor,Alert detected for Maximum CPU thread of HANA Service Threads {kbz-prd-db:35003:indexserver},2025-08-01T18:06:00,1754071560,18,4,False,1099.0,18.317,Minor,1,resource,kbz-prd-db:35003:indexserver,Alert detected for Maximum CPU thread of HANA Service Threads,resource,kbz-prd-db:35003:indexserver,Alert detected for Maximum CPU thread of HANA Service Threads,regex,regex,UNK,HANA,resource,kbz-prd-db:35003:indexserver
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T18:05:00,1754071500,18,4,False,331.0,5.517,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v7mpg,host,Kubernetes
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:05:00,1754071500,18,4,False,119.0,1.983,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:05:00,1754071500,18,4,False,119.0,1.983,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many maintenance {system-update},2025-08-01T18:05:00,1754071500,18,4,False,330.0,5.5,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T18:05:00,1754071500,18,4,False,332.0,5.533,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Elapsed time of Oracle job is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T18:05:00,1754071500,18,4,False,902.0,15.033,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,CPU usage of Oracle job is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB,2025-08-01T18:05:00,1754071500,18,4,False,907.0,15.117,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb,2025-08-01T18:05:00,1754071500,18,4,False,873.0,14.55,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,CPU usage of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb,2025-08-01T18:05:00,1754071500,18,4,False,875.0,14.583,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1,2025-08-01T18:05:00,1754071500,18,4,False,1741.0,29.017,Minor,1,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,regex,regex,host,BIREPO_DB_Node_1,host,BIREPO_DB_Node_1
Minor,Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T18:04:00,1754071440,18,4,False,870.0,14.5,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,CPU usage of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T18:04:00,1754071440,18,4,False,870.0,14.5,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Critical,High disk space usage on /data02 drive of AWS_CBS_Reporting_DB,2025-08-01T18:04:00,1754071440,18,4,False,780.0,13.0,Critical,3,host,AWS_CBS_Reporting_DB,High disk space usage on /data02,host,AWS_CBS_Reporting_DB,High disk space usage on /data02,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Critical,High disk space usage on /data04 drive of AWS_CBS_Reporting_DB,2025-08-01T18:04:00,1754071440,18,4,False,780.0,13.0,Critical,3,host,AWS_CBS_Reporting_DB,High disk space usage on /data04,host,AWS_CBS_Reporting_DB,High disk space usage on /data04,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Critical,High disk space usage on /data01 drive of AWS_CBS_Reporting_DB,2025-08-01T18:04:00,1754071440,18,4,False,780.0,13.0,Critical,3,host,AWS_CBS_Reporting_DB,High disk space usage on /data01,host,AWS_CBS_Reporting_DB,High disk space usage on /data01,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Critical,High disk space usage on /data03 drive of AWS_CBS_Reporting_DB,2025-08-01T18:04:00,1754071440,18,4,False,780.0,13.0,Critical,3,host,AWS_CBS_Reporting_DB,High disk space usage on /data03,host,AWS_CBS_Reporting_DB,High disk space usage on /data03,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:04:00,1754071440,18,4,False,137.0,2.283,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T18:04:00,1754071440,18,4,False,3394.0,56.567,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-hdsz6,host,Kubernetes
Minor,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T18:04:00,1754071440,18,4,False,6900.0,115.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-ws4b9,host,Kubernetes
Major,Elapsed time of queries to the database HRISDB is high on Microsoft SQL on Cloud HRISDB-Prod:1433,2025-08-01T18:02:00,1754071320,18,4,False,1310.0,21.833,Major,2,host,Microsoft,Elapsed time of queries to the database HRISDB is high,host,Microsoft,Elapsed time of queries to the database HRISDB is high,regex,regex,UNK,queries,host,Microsoft
Minor,Maximum elapsed time is high on Oracle Cluster CBS_DB:1580,2025-08-01T18:02:00,1754071320,18,4,False,1123.0,18.717,Minor,1,host,Oracle,Maximum elapsed time is high,host,Oracle,Maximum elapsed time is high,regex,regex,UNK,Oracle,host,Oracle
Minor,Queue length is high {SMSBrix1505\w3wp#12},2025-08-01T18:02:00,1754071320,18,4,False,308.0,5.133,Minor,1,resource,SMSBrix1505\w3wp#12,Queue length is high,resource,SMSBrix1505\w3wp#12,Queue length is high,regex,regex,UNK,SMSBrix1505\w3wp#12,resource,SMSBrix1505\w3wp#12
Minor,Queue length is high {SMSBrix1505\Summary},2025-08-01T18:02:00,1754071320,18,4,False,309.0,5.15,Minor,1,resource,SMSBrix1505\Summary,Queue length is high,resource,SMSBrix1505\Summary,Queue length is high,regex,regex,UNK,SMSBrix1505\Summary,resource,SMSBrix1505\Summary
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T18:01:00,1754071260,18,4,False,45.0,0.75,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:01:00,1754071260,18,4,False,45.0,0.75,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T18:01:00,1754071260,18,4,False,46.0,0.767,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:01:00,1754071260,18,4,False,149.0,2.483,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T18:01:00,1754071260,18,4,False,1283.0,21.383,Minor,1,host,Oracle,Many blocked connections for user egurkha,host,Oracle,Many blocked connections for user egurkha,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:00:00,1754071200,18,4,False,145.0,2.417,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:00:00,1754071200,18,4,False,145.0,2.417,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T18:00:00,1754071200,18,4,False,144.0,2.4,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Critical,High disk space usage on /oggdata drive of BI_Reporting_Prod,2025-08-01T17:59:00,1754071140,17,4,False,547.0,9.117,Critical,3,host,BI_Reporting_Prod,High disk space usage on /oggdata,host,BI_Reporting_Prod,High disk space usage on /oggdata,regex,regex,host,BI_Reporting_Prod,host,BI_Reporting_Prod
Minor,There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T17:59:00,1754071140,17,4,False,622.0,10.367,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T17:59:00,1754071140,17,4,False,320.0,5.333,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T17:59:00,1754071140,17,4,False,622.0,10.367,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T17:59:00,1754071140,17,4,False,315.0,5.25,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB,2025-08-01T17:58:00,1754071080,17,4,False,335.0,5.583,Minor,1,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Minor,Many maintenance {system-update},2025-08-01T17:58:00,1754071080,17,4,False,602.0,10.033,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Critical,Test AWSWrkSpDesktopTest is not reporting at configured measure period on eG Agent eG_RUM_Agent,2025-08-01T17:58:00,1754071080,17,4,False,785.0,13.083,Critical,3,eG agent,eG_RUM_Agent,AWSWrkSpDesktopTest,eG agent,eG_RUM_Agent,AWSWrkSpDesktopTest,regex,regex,eg agent,eG,eG agent,eG_RUM_Agent
Minor,Many maintenance {Summary},2025-08-01T17:58:00,1754071080,17,4,False,604.0,10.067,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:57:00,1754071020,17,4,False,60.0,1.0,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
