,original_index,text,label,cleaned_text
1087,245,ခွေး ကိုက် ပဲ မအေဘေး စစ်ခွေး,po,ခွေး ကိုက် ပဲ မအေဘေး စစ်ခွေး
1088,3443,အဲ့ဒါ မှတ် ထား အသဲ ထဲ ထိ အောင်,no,အဲ့ဒါ မှတ် ထား အသဲ ထဲ ထိ အောင်
1089,210,စိတ် တွေ တောင် ဆင်းရဲ တယ် popular ဖြစ် အောင် အဲ့ လောက် ပဲ ရိုက် စရာ ရှား လား 😑,no,စိတ် တွေ တောင် ဆင်းရဲ တယ် popular ဖြစ် အောင် အဲ့ လောက် ပဲ ရိုက် စရာ ရှား လား expressionless_face
1090,2854,စောက်ပေါ,ab,စောက်ပေါ
1091,6411,မအေလိုး လူပါးဝ ပဲ,po,မအေလိုး လူပါးဝ ပဲ
1092,3868,သူ တော်တော် ပြော တတ် ရေး တတ် 😂 😁 😁,no,သူ တော်တော် ပြော တတ် ရေး တတ် face_with_tears_of_joy beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
1093,4004,ဆံပင် ညှပ် ပေး တဲ့ သူ ရဲ့ ကေ လေး က လည်း လှ တယ် နော် ဆံပင်ညှပ်ဆရာ လို့ တောင် မ ထင် ရ ဘူး,no,ဆံပင် ညှပ် ပေး တဲ့ သူ ရဲ့ ကေ လေး လည်း လှ တယ် နော် ဆံပင်ညှပ်ဆရာ လို့ တောင် မ ထင် ရ ဘူး
1094,4365,မ တတ်တာဒီလောက်ပဲလား တောင် မ အာဏာတက်လု ေ-ာက်ရူးချေးပန်း ငတ် Ballထမ်း ပဲ ခြောက် သုတ် ကိုက် ခိုး ခိုး လူသတ် မုဒိမ်းကျင့် ခိုး ဓါးပြအဆင့်တောင်မရှိတာ ခံ အောက်တန်းစား မှန်း မ,po,မ တတ်တာဒီလောက်ပဲလား တောင် မ အာဏာတက်လု ေ-ာက်ရူးချေးပန်း ငတ် Ballထမ်း ပဲ ခြောက် သုတ် ကိုက် ခိုး ခိုး လူသတ် မုဒိမ်းကျင့် ခိုး ဓါးပြအဆင့်တောင်မရှိတာ ခံ အောက်တန်းစား မှန်း မ
1095,6507,ကလေး ကို ကြည့် တာ နဲ့ အမေ ဖြစ် သူ ဘယ်လို စရိုက် လဲ သိ တယ်,no,ကလေး ကို ကြည့် တာ နဲ့ အမေ ဖြစ် သူ ဘယ်လို စရိုက် လဲ သိ တယ်
1096,4764,စောက်မီး ပဲ ဖျက် မ မ စောက်ဒေါသထွက် စောက်ခွေး စောက်အကြောင်းပြချက် ပဲ,ab,စောက်မီး ပဲ ဖျက် မ မ စောက်ဒေါသထွက် စောက်ခွေး စောက်အကြောင်းပြချက် ပဲ
1097,6576,ခွေး ဆို တော့ ခွေး လို ဟောင် နေ တာ ပေါ့ ၊ ဟဲ့ ခွေး,no,ခွေး ဆို တော့ ခွေး လို ဟောင် နေ တာ ပေါ့ ၊ ဟဲ့ ခွေး
1098,494,ငါ က တောင်ကြီး က မ ဟုတ် ဘူး နော်,no,ငါ တောင်ကြီး မ ဟုတ် ဘူး နော်
1099,4102,မအလ စောက်ကျင့် သေ တောင်,po,မအလ စောက်ကျင့် သေ တောင်
1100,2486,ဖျက်စီး လုပ်,po,ဖျက်စီး လုပ်
1101,3489,လုပ် ချင် တာ တွေ လုပ် နေ ကြ တာ ပဲ သင့် တော် မ သင့် တော် ချင့်ချိန် တတ် တဲ့ အသိ မ ရှိ ကြ တော့,no,လုပ် ချင် တာ တွေ လုပ် နေ ကြ တာ ပဲ သင့် တော် မ သင့် တော် ချင့်ချိန် တတ် တဲ့ အသိ မ ရှိ ကြ တော့
1102,1583,ခွေးသူတောင်းစား ခွေးစိတ်,ab,ခွေးသူတောင်းစား ခွေးစိတ်
1103,7,မင်း က လည်း ကွာ ရိုက် စရာ model ရှား လား,no,မင်း လည်း ကွာ ရိုက် စရာ model ရှား လား
1104,4902,Mmsp လုပ် လိ့,ab,Mmsp လုပ် လိ့
1105,3406,ကျိန်ဆို သေ ခေါင်းထဲချီးပဲရှိ တဇောက်ကန်း,po,ကျိန်ဆို သေ ခေါင်းထဲချီးပဲရှိ တဇောက်ကန်း
1106,1128,ယုတ်ညံ့ ပဲ,ab,ယုတ်ညံ့ ပဲ
1107,3946,အမှန်တရား ဘက် က ရပ်တည် ပြီး မိဘ ကို စောင့်ရှောက် ရင် ဘာဘူ ဘ၀ ဒီ ထက် မ က အောင်မြင် အေးချမ်း မှာ ပါ ကောင်းကျိုး လုပ် သူ ကောင်း မြတ် ခြင်း ဖြင့် ပြည့်စုံ ပါ စေ ။,no,အမှန်တရား ဘက် ရပ်တည် ပြီး မိဘ ကို စောင့်ရှောက် ရင် ဘာဘူ ဘ၀ ဒီ ထက် မ အောင်မြင် အေးချမ်း မှာ ပါ ကောင်းကျိုး လုပ် သူ ကောင်း မြတ် ခြင်း ပြည့်စုံ ပါ စေ ။
1108,294,အရင် လို အသီးအရွက် တွေ စား ပြ ပါ ဦး,no,အရင် လို အသီးအရွက် တွေ စား ပြ ပါ ဦး
1109,6706,မအေလိုး,ab,မအေလိုး
1110,823,စစ်ခွေး လူမဆန် နှိပ်စက် မ ဖင်ခံ တောင်,po,စစ်ခွေး လူမဆန် နှိပ်စက် မ ဖင်ခံ တောင်
1111,2889,စောက်သုံးမကျ တောင် ချ,po,စောက်သုံးမကျ တောင် ချ
1112,1064,ခွေးစစ်သား အရှင်မထားသင့် ခွေးစိတ် ပဲ ခွေးစစ်သား,po,ခွေးစစ်သား အရှင်မထားသင့် ခွေးစိတ် ပဲ ခွေးစစ်သား
1113,3362,ပထမဆုံး တစ် ရက် မှာ တော်တော် စုံ တယ် နော် တစ် နာရီ တည်း နဲ့ အကုန် သင် သွား တာ လား 😬,no,ပထမဆုံး ရက် မှာ တော်တော် စုံ တယ် နော် နာရီ တည်း နဲ့ အကုန် သင် သွား တာ လား grimacing_face
1114,339,စောက်ရေးမပါ,ab,စောက်ရေးမပါ
1115,275,ဘောမ ပဲ,po,ဘောမ ပဲ
1116,4727,လီး ပဲ,ab,လီး ပဲ
1117,5523,မ ပါးရိုက် ခွေးသူတောင်းစား စုတ်ပြတ်သတ် တောင် မ လောက် ဖလမ ခွေးတိုးပေါက်,po,မ ပါးရိုက် ခွေးသူတောင်းစား စုတ်ပြတ်သတ် တောင် မ လောက် ဖလမ ခွေးတိုးပေါက်
1118,1705,မှန်း စစ်ခွေး မှန်း မ မ,po,မှန်း စစ်ခွေး မှန်း မ မ
1119,5645,ကလေး ဖင်ဝင်ယား ကလေး စရိုက်ဆန်,ab,ကလေး ဖင်ဝင်ယား ကလေး စရိုက်ဆန်
1120,4299,ကျက်သရေတုံး,ab,ကျက်သရေတုံး
1121,3365,မ ရန်တိုက် လီး တောင် မ ဖျက်ဆီး ပဲ,po,မ ရန်တိုက် လီး တောင် မ ဖျက်ဆီး ပဲ
1122,551,အမြင်ကျယ် ဖို့ လို တယ် 😌 😌,no,အမြင်ကျယ် ဖို့ လို တယ် relieved_face relieved_face
1123,3880,မ ပဲ အာဏာရူး,po,မ ပဲ အာဏာရူး
1124,1804,မအေloe ခိုး,po,မအေloe ခိုး
1125,5980,ခါး က နေ ကျိုး သွား လို့ ဦး မော့ လာ တယ် ပြော တာ နေ မယ် 🤣🤣🤣 ဒါ မှ မ ဟုတ် 🤔🤔🤔 ဦးမော့ လာ တယ် တို့ မိုးဒီ လာ တယ် တို့ ပြော တာ နေ မယ် 🤣🤣🤣,no,ခါး နေ ကျိုး သွား လို့ ဦး မော့ လာ တယ် ပြော တာ နေ မယ် rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing ဒါ မ ဟုတ် thinking_face thinking_face thinking_face ဦးမော့ လာ တယ် မိုးဒီ လာ တယ် ပြော တာ နေ မယ် rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
1126,5415,အတူတူ ပဲ လက်ထပ် ကြ မ လား,no,အတူတူ ပဲ လက်ထပ် ကြ မ လား
1127,993,အကောင် တဏှာရူး တောင် အန်ချင်,ab,အကောင် တဏှာရူး တောင် အန်ချင်
1128,1775,ဘောမ လုပ် အ,po,ဘောမ လုပ် အ
1129,5479,တကယ် ကို ရူး သွား ခဲ့ ရ တာ ပဲ,no,တကယ် ကို ရူး သွား ခဲ့ ရ တာ ပဲ
1130,3022,စောက်ဖုတ်,ab,စောက်ဖုတ်
1131,3335,မြန်မာ နိုင်ငံ လား ကွယ် လန်ထွက် နေ လို့,no,မြန်မာ နိုင်ငံ လား ကွယ် လန်ထွက် နေ လို့
1132,4804,လင်လုခံ အခြောက်မ ဖင်ခါပြ,ab,လင်လုခံ အခြောက်မ ဖင်ခါပြ
1133,2005,သေချင်းဆိုး သေ မအေလိုး ခွေး မ ယုတ်မာ,po,သေချင်းဆိုး သေ မအေလိုး ခွေး မ ယုတ်မာ
1134,79,ဘရို အင်္ကျီ ကြိုက် တယ် 😕,no,ဘရို အင်္ကျီ ကြိုက် တယ် confused_face
1135,1399,$ရှက် မ အခွက်,ab,$ရှက် မ အခွက်
1136,6158,အကြမ်းဖက် သူပုန် ကလိမ်ကကျစ်ဥာဏ် မ,po,အကြမ်းဖက် သူပုန် ကလိမ်ကကျစ်ဥာဏ် မ
1137,3854,အာမချောင် ကိုယ့်အခေါင်းကိုယ်ထမ်း,ab,အာမချောင် ကိုယ့်အခေါင်းကိုယ်ထမ်း
1138,5568,ငိုးမသား,ab,ငိုးမသား
1139,3914,သတ်,po,သတ်
1140,4710,ခွေး လု,po,ခွေး လု
1141,2484,ဖားယား -ာက် တောင် မ အမြင်ကတ်,ab,ဖားယား -ာက် တောင် မ အမြင်ကတ်
1142,4796,လဥ ပဲ,ab,လဥ ပဲ
1143,5341,ငါလိုး,ab,ငါလိုး
1144,5166,မ ဖျက် ပဲ မ ဒလန် ဖင်ခံ လုပ် မ မ ချူ ဖာမီဒီယာ ဝိုင်း မအေလိုး ခွေးသား,po,မ ဖျက် ပဲ မ ဒလန် ဖင်ခံ လုပ် မ မ ချူ ဖာမီဒီယာ ဝိုင်း မအေလိုး ခွေးသား
1145,1980,ရန်ကုန် မှာ ဆောင်း ရာသီ ကျ နေ ပြီ လား 🙂,no,ရန်ကုန် မှာ ဆောင်း ရာသီ ကျ နေ ပြီ လား slightly_smiling_face
1146,2262,ဘောမ သောက်ကျင့် မ,ab,ဘောမ သောက်ကျင့် မ
1147,2322,စောက်ကလေး ဆွဲလုပ်,ab,စောက်ကလေး ဆွဲလုပ်
1148,4577,အမှန် ဆို အဲ့ အကို က မနာလို တာ ပါ သူဌေးသား တွေ ကို လူ့ ဘဝ ကုသိုလ်ကံ ချင်း မ တူ ဘူး လေ ရှာ တိုင်း သာ ရ ရင် အကုန် သူဌေး ဖြစ် နေ လောက် ပြီ 😁 မနာလို ခြင်း ကင်းဝေး ကြ ပါ စေ,no,အမှန် ဆို အဲ့ အကို မနာလို တာ ပါ သူဌေးသား တွေ ကို လူ့ ဘဝ ကုသိုလ်ကံ ချင်း မ တူ ဘူး လေ ရှာ တိုင်း သာ ရ ရင် အကုန် သူဌေး ဖြစ် နေ လောက် ပြီ beaming_face_with_smiling_eyes မနာလို ခြင်း ကင်းဝေး ကြ ပါ စေ
1149,3625,မျက်ရည်ချူ ဂွေး,ab,မျက်ရည်ချူ ဂွေး
1150,4701,မေးယိုး,ab,မေးယိုး
1151,6709,မိုက်ရိုင်း သူတောင်းစား,ab,မိုက်ရိုင်း သူတောင်းစား
1152,676,မအေလိုး မ လုပ် မ မအေလိုးကုလား မ,po,မအေလိုး မ လုပ် မ မအေလိုးကုလား မ
1153,1118,ကမ မ ပဲ မ ဘောသွားမ မ,po,ကမ မ ပဲ မ ဘောသွားမ မ
1154,266,သတ် စောက်ပိန်း,po,သတ် စောက်ပိန်း
1155,4256,မ စား ဖြစ် တော့ ဘူး ခု နောက်ပိုင်း တခြား သူ တွေ သွား စား ချင် တယ် ဆို တောင် မ ကောင်း ဘူး ပဲ ပြော လိုက် တော့ တယ်,no,မ စား ဖြစ် တော့ ဘူး ခု နောက်ပိုင်း တခြား သူ တွေ သွား စား ချင် တယ် ဆို တောင် မ ကောင်း ဘူး ပဲ ပြော လိုက် တော့ တယ်
1156,2290,မ သောက်လုံး,ab,မ သောက်လုံး
1157,5757,လီး လုပ် တောင် ပစ် စောက်ပေါ,ab,လီး လုပ် တောင် ပစ် စောက်ပေါ
1158,4423,ခံ ခံ ထည့် လ ခွေး ချိုး,po,ခံ ခံ ထည့် လ ခွေး ချိုး
1159,6705,မိုင်း ကွဲ တုန်း ခဏ အသွားအလာ မ ပြတ် ကြ ပါ လား ကွယ် ရို့ တစ်ဝမ်းတစ်ခါး အတွက် အသက် စွန့် ရုန်းကန် နေ ရ တဲ့ တို့ ပြည်သူ တွေ,no,မိုင်း ကွဲ တုန်း ခဏ အသွားအလာ မ ပြတ် ကြ ပါ လား ကွယ် ရို့ တစ်ဝမ်းတစ်ခါး အသက် စွန့် ရုန်းကန် နေ ရ တဲ့ ပြည်သူ တွေ
1160,4786,အကုသိုလ် ပဲ စောက်​ကြောကထောင်ထနေတာ ပဲ,ab,အကုသိုလ် ပဲ စောက်​ကြောကထောင်ထနေတာ ပဲ
1161,5805,ပါးကိုအစိတ်စိတ်အမွှာမွှာကွဲအောင်ချ,ab,ပါးကိုအစိတ်စိတ်အမွှာမွှာကွဲအောင်ချ
1162,287,မအော်လော်,ab,မအော်လော်
1163,2075,ကြည့် လို့ ကောင်း ပါ တယ် ဘာ လို့ လဲ,no,ကြည့် လို့ ကောင်း ပါ တယ် ဘာ လို့ လဲ
1164,2595,ရိုက် ပြန်လုပ်,ab,ရိုက် ပြန်လုပ်
1165,6728,သက်ရှိ ဘုရား ဆို တာ အမှန် ရှိ ပါ တယ် ကိုယ် ရဲ့ ကျေးဇူး ရှင် မွေး မိခင် နဲ့ ကျွေး ဖခင် က ဘုရား အစစ် တွေ ပါ,no,သက်ရှိ ဘုရား ဆို တာ အမှန် ရှိ ပါ တယ် ကိုယ် ရဲ့ ကျေးဇူး ရှင် မွေး မိခင် နဲ့ ကျွေး ဖခင် ဘုရား အစစ် တွေ ပါ
1166,4348,ပြော လိုက် ချင် တယ် ပိုက်ဆံ ယူ ခဲ့ ဝယ် ပေး မယ် လို့ 🤣 🤣,no,ပြော လိုက် ချင် တယ် ပိုက်ဆံ ယူ ခဲ့ ဝယ် ပေး မယ် လို့ rolling_on_the_floor_laughing rolling_on_the_floor_laughing
1167,6002,သူ့ အဖေ ဆုံး တာ တောင် နောက် ရက် live လွှင့် ပြီး တဟီးဟီး ဟားဟား နဲ့ ပါ ဗျာ 🥲,no,သူ့ အဖေ ဆုံး တာ တောင် နောက် ရက် live လွှင့် ပြီး တဟီးဟီး ဟားဟား နဲ့ ပါ ဗျာ smiling_face_with_tear
1168,2740,ဟန်လေး က ဝက်သားတုတ်ထိုး ကြိုက် တယ် ကျွန်တော် က ဟန်လေး ကို ကြိုက် တယ် အကုန် အဆင်ပြေ နေ တာ ပဲ 😘,no,ဟန်လေး ဝက်သားတုတ်ထိုး ကြိုက် တယ် ကျွန်တော် ဟန်လေး ကို ကြိုက် တယ် အကုန် အဆင်ပြေ နေ တာ ပဲ face_blowing_a_kiss
1169,1722,ကလိပ်ကကျစ် ဖာ,ab,ကလိပ်ကကျစ် ဖာ
1170,4201,ငရဲခွေး မ သေ ခွေးချုပ် ဘုံကျွန် ရဲခွေး မ,po,ငရဲခွေး မ သေ ခွေးချုပ် ဘုံကျွန် ရဲခွေး မ
1171,3923,မသာကြီး အခုထိလည်းမသေသေးဘူး မအလ ခွေး,po,မသာကြီး အခုထိလည်းမသေသေးဘူး မအလ ခွေး
1172,6106,ရိုက် ချင် လို့ တစ် ယောက် လောက် 😒,no,ရိုက် ချင် လို့ ယောက် လောက် unamused_face
1173,4308,အဲ့လို မျိုး ယောက်ျား နဲ့ ဝေး တာ အမ အတွက် ကောင်း ပါ တယ်,no,အဲ့လို မျိုး ယောက်ျား နဲ့ ဝေး တာ အမ ကောင်း ပါ တယ်
1174,5531,သေ မ,po,သေ မ
1175,4026,ဘယ်လို မြင် လဲ ဆို တော့ BBC မြန်မာ ပိုင်း သတင်း တင်ဆက် သူ ကိုယ်တိုင် ပြည်သူ နဲ့ တစ်သားတည်း မ ရှိ ဘူး လို့ မြင် ပါ တယ် ။,no,ဘယ်လို မြင် လဲ ဆို တော့ BBC မြန်မာ ပိုင်း သတင်း တင်ဆက် သူ ကိုယ်တိုင် ပြည်သူ နဲ့ တစ်သားတည်း မ ရှိ ဘူး လို့ မြင် ပါ တယ် ။
1176,3243,သူခိုး အာဏာရူး လူသတ်,po,သူခိုး အာဏာရူး လူသတ်
1177,3399,နင် တို့ ဘာ ဖြစ် နေ ကြ တာ လဲ ဟင် မ သိ လို့ နော် ငါ လေ တော်ရုံ ဝင် ပါ လေ့ မ ရှိ ဘူး,no,နင် ဘာ ဖြစ် နေ ကြ တာ လဲ ဟင် မ သိ လို့ နော် ငါ လေ တော်ရုံ ဝင် ပါ လေ့ မ ရှိ ဘူး
1178,4913,ငှက် နား နေ တယ် ထင် တာ အဲ ဆံပင် ကို,no,ငှက် နား နေ တယ် ထင် တာ အဲ ဆံပင် ကို
1179,5678,ကိုယ့် သူငယ်ချင်း သူ့ ရုံး မှာ လုပ် ခဲ့ ဖူး လို့ သူ့ အကြောင်း တော့ ကြား ဖူး တယ် ဒါမဲ့ ဒီ လောက် ထိ လုပ် လိမ့် မယ် လို့ မ ထင် ဘူး ပဲ,no,ကိုယ့် သူငယ်ချင်း သူ့ ရုံး မှာ လုပ် ခဲ့ ဖူး လို့ သူ့ တော့ ကြား ဖူး တယ် ဒါမဲ့ ဒီ လောက် ထိ လုပ် လိမ့် မယ် လို့ မ ထင် ဘူး ပဲ
1180,3980,မအေလိုး,po,မအေလိုး
1181,3452,ဆဲ လုပ် မ မအေလိုး,ab,ဆဲ လုပ် မ မအေလိုး
1182,4709,ကျက်သရေတုံး မ ဆဲ ကလေး,ab,ကျက်သရေတုံး မ ဆဲ ကလေး
1183,2456,မအလ,po,မအလ
1184,2790,⚽️ပြေးမ,po,soccer_ball ပြေးမ
1185,5371,92ကြောင် မ စမူကြောင်,ab,92ကြောင် မ စမူကြောင်
1186,1734,၂၀ ကို ၂၀၀၀ နီး ပါ လောက် ပြန် ရ ပါ တယ် သေချာ သိမ်း ထား ပါ ။,no,၂၀ ကို ၂၀၀၀ နီး ပါ လောက် ပြန် ရ ပါ တယ် သေချာ သိမ်း ထား ပါ ။
1187,3667,စွတပ် မ စွတပ်,po,စွတပ် မ စွတပ်
1188,4468,သူ ပြော ချင် တာ က ဘုရင် စနစ် သာ မ ရှိ ရင် ထိုင်း စစ်တပ် လည်း မြန်မာ စစ်တပ် လို လုပ် မှာ အဲ့လို သဘော လား,no,သူ ပြော ချင် တာ ဘုရင် စနစ် သာ မ ရှိ ရင် ထိုင်း စစ်တပ် လည်း မြန်မာ စစ်တပ် လို လုပ် မှာ အဲ့လို သဘော လား
1189,2910,အပြင် ပန်း အပြော က ချို ပြီး ကောင်း တယ် ထင် ရ ပေမဲ့ အတွင်း စိတ် ယုတ် တဲ့ သူ တွေ အရမ်း များ တာ ပဲ မ အံ့ဩ ပါ ဘူး လေ,no,အပြင် ပန်း အပြော ချို ပြီး ကောင်း တယ် ထင် ရ ပေမဲ့ အတွင်း စိတ် ယုတ် တဲ့ သူ တွေ အရမ်း တာ ပဲ မ အံ့ဩ ပါ ဘူး လေ
1190,4766,ဥနီ လည်း ရ ပါ တယ် ဥဖြူ က ပို လို့ မွှေး ပါ တယ် ရှင်,no,ဥနီ လည်း ရ ပါ တယ် ဥဖြူ ပို လို့ မွှေး ပါ တယ် ရှင်
1191,1238,ညနေ သွား ကျိတ် မယ် ဗျာ လုပ် လိုက် တော့ 😋,no,ညနေ သွား ကျိတ် မယ် ဗျာ လုပ် လိုက် တော့ face_savoring_food
1192,690,သူ မှန် သလို လို နဲ့ video တွေ တင် ထား တော့ ရှယ် ပဲ နော် မ သိ ရင် သူ မှန် သလို လို နဲ့,no,သူ မှန် သလို လို နဲ့ video တွေ တင် ထား တော့ ရှယ် ပဲ နော် မ သိ ရင် သူ မှန် သလို လို နဲ့
1193,3296,ပဲ မ ဒီမင်းဒီစိုးဒီသူခိုး ပဲ ပေါက်,po,ပဲ မ ဒီမင်းဒီစိုးဒီသူခိုး ပဲ ပေါက်
1194,5663,အမှုတွဲ ထဲ အတူ ပါ အောင် တစ် ယောက် ပြီး တစ် ယောက် လက်တွဲ ခေါ် နေ တာ ပါ ပဲ 😁,no,အမှုတွဲ ထဲ အတူ ပါ အောင် ယောက် ပြီး ယောက် လက်တွဲ ခေါ် နေ တာ ပါ ပဲ beaming_face_with_smiling_eyes
1195,5425,မအေလိုး အ,po,မအေလိုး အ
1196,3911,ဘောမ မ,ab,ဘောမ မ
1197,5937,ငါလိုး ပဲ မ လုပ်,po,ငါလိုး ပဲ မ လုပ်
1198,6488,ဘယ်လို ပြော ပြော အဆစ် အပေါက် က တော့ တည့် နေ တာ ပဲ,no,ဘယ်လို ပြော ပြော အဆစ် အပေါက် တော့ တည့် နေ တာ ပဲ
1199,947,မသမ,ab,မသမ
1200,1391,ဖျက် မ ဖင်ထဲသေနတ်ပြောင်းနဲ့အမွှေခံ,po,ဖျက် မ ဖင်ထဲသေနတ်ပြောင်းနဲ့အမွှေခံ
1201,583,ဆဲ ကြ ဆို ကြ ပြော ကြ အဲ့ တာ မှ သူ တို့ ပိုက်ဆံ အများကြီး ရ မှာ လေ,no,ဆဲ ကြ ဆို ကြ ပြော ကြ အဲ့ တာ သူ ပိုက်ဆံ အများကြီး ရ မှာ လေ
1202,4890,ကလေး မ မ လီး မ,ab,ကလေး မ မ လီး မ
1203,5283,ဘောမ မ,po,ဘောမ မ
1204,4237,တောင် မှန်း မ ရူး စောက်ရှက် မ,po,တောင် မှန်း မ ရူး စောက်ရှက် မ
1205,397,အရူးမကြီး,ab,အရူးမကြီး
1206,1892,ဘယ်သူ ဆို တာ သိ ပုံ မ ရ ဘူး ထင် တယ်,no,ဘယ်သူ ဆို တာ သိ ပုံ မ ရ ဘူး ထင် တယ်
1207,4954,မိုက်ရိုင်း တပ်ရှေ့သွားခွဲ,po,မိုက်ရိုင်း တပ်ရှေ့သွားခွဲ
1208,1833,မအေဘေး,ab,မအေဘေး
1209,6369,ပြင်ပြင်ဆင်ဆင် လေး နေ ပါ ဦး ဗျာ ... 😩😩😩,no,ပြင်ပြင်ဆင်ဆင် လေး နေ ပါ ဦး ဗျာ ... weary_face weary_face weary_face
1210,473,ပဲ စောက်သဲယား,ab,ပဲ စောက်သဲယား
1211,4333,လင်တရူးမ မ,ab,လင်တရူးမ မ
1212,3237,တောင် ယုတ်မာ,ab,တောင် ယုတ်မာ
1213,6002,သူ့ အဖေ ဆုံး တာ တောင် နောက် ရက် live လွှင့် ပြီး တဟီးဟီး ဟားဟား နဲ့ ပါ ဗျာ 🥲,no,သူ့ အဖေ ဆုံး တာ တောင် နောက် ရက် live လွှင့် ပြီး တဟီးဟီး ဟားဟား နဲ့ ပါ ဗျာ smiling_face_with_tear
1214,984,ကိုနှာဘူး,po,ကိုနှာဘူး
1215,1403,ကိုမေကိုလိုး,ab,ကိုမေကိုလိုး
1216,2424,ဒါ တော့ တကယ် ရီ ချင် သွား ပြီ သူငယ်ချင်း တွေ ကို ပြ တော့ လည်း သူ တို့ က လည်း ရီ ချင် လို့ တဲ့ 😆 😆,no,ဒါ တော့ တကယ် ရီ ချင် သွား ပြီ သူငယ်ချင်း တွေ ကို ပြ တော့ လည်း သူ လည်း ရီ ချင် လို့ တဲ့ grinning_squinting_face grinning_squinting_face
1217,1226,ဒါပေမဲ့ သူ တို့ နိုင်ငံ တိုးတက် တယ် ကွာ အလုပ် တွေ ပေါ လို့ တို့ ဆီ က လူ တွေ သွား လုပ် ရ တယ်,no,ဒါပေမဲ့ သူ နိုင်ငံ တိုးတက် တယ် ကွာ အလုပ် တွေ ပေါ လို့ ဆီ လူ တွေ သွား လုပ် ရ တယ်
1218,5380,ဒေါ်လာ မ မြင် ဖူး လို့ ခု လို ပြ ပေး တာ ကျေးဇူးတင် လိုက် တာ အမ ရယ် ခု တော့ မြင် ဖူး သွား ပြီ 🥲,no,ဒေါ်လာ မ မြင် ဖူး လို့ ခု လို ပြ ပေး တာ ကျေးဇူးတင် လိုက် တာ အမ ရယ် ခု တော့ မြင် ဖူး သွား ပြီ smiling_face_with_tear
1219,541,လောက် မ ခံ ဖော်လော်မော်,po,လောက် မ ခံ ဖော်လော်မော်
1220,3809,အသားအရည် လှပ မျက်လုံး နဲ့ ဆံကေသာ နက်မှောင် တာ က ဘုရား မ ဟုတ် ပါ ဘူး ဗမာ ဝင် စား တာ ပါ 🤭,no,အသားအရည် လှပ မျက်လုံး နဲ့ ဆံကေသာ နက်မှောင် တာ ဘုရား မ ဟုတ် ပါ ဘူး ဗမာ ဝင် စား တာ ပါ face_with_hand_over_mouth
1221,1848,ခွေးသား အခြောက် စောက်ပေါ,ab,ခွေးသား အခြောက် စောက်ပေါ
1222,1414,ခွေးမသား,po,ခွေးမသား
1223,2486,ဖျက်စီး လုပ်,po,ဖျက်စီး လုပ်
1224,3465,စောက်ဂရုကိုမစိုက်,ab,စောက်ဂရုကိုမစိုက်
1225,7,မင်း က လည်း ကွာ ရိုက် စရာ model ရှား လား,no,မင်း လည်း ကွာ ရိုက် စရာ model ရှား လား
1226,6538,မ အာဏာရူး,po,မ အာဏာရူး
1227,3614,မအေဘေး လုပ် ထုပစ်,ab,မအေဘေး လုပ် ထုပစ်
1228,64,စောက်လုပ် လုပ်စား မ မအလ မယားငယ် လင်ကောင်မပေါ် စောက်ရှက်မရှိ ဖာသည် ဖာစရိုက်,ab,စောက်လုပ် လုပ်စား မ မအလ မယားငယ် လင်ကောင်မပေါ် စောက်ရှက်မရှိ ဖာသည် ဖာစရိုက်
1229,788,သူမ က ဘာ လို့ ပြန် မွဲ သွား တာ လဲ ?,no,သူမ ဘာ လို့ ပြန် မွဲ သွား တာ လဲ ?
1230,5740,စောက်ကောင်မ နင့်အဘတွေနင့်ကိုတက်လုပ်,po,စောက်ကောင်မ နင့်အဘတွေနင့်ကိုတက်လုပ်
1231,1392,အဆုံး ထိ ကြည့် ခဲ့ ပါ တယ် ပဟေဋိ ပေါင်းစုံ 🤔🤔🤔,no,အဆုံး ထိ ကြည့် ခဲ့ ပါ တယ် ပဟေဋိ ပေါင်းစုံ thinking_face thinking_face thinking_face
1232,5141,သောက်တလွဲစိန် မ,ab,သောက်တလွဲစိန် မ
1233,4187,သတ် မအလ ပဲ,po,သတ် မအလ ပဲ
1234,2597,အံ့ဩ စရာ နော် အွန်လိုင်း ပေါ် က ဟာ တွေ က အပေါ်ယံ တွေ,no,အံ့ဩ စရာ နော် အွန်လိုင်း ပေါ် ဟာ တွေ အပေါ်ယံ တွေ
1235,1447,မအေLoe,po,မအေLoe
1236,1980,ရန်ကုန် မှာ ဆောင်း ရာသီ ကျ နေ ပြီ လား 🙂,no,ရန်ကုန် မှာ ဆောင်း ရာသီ ကျ နေ ပြီ လား slightly_smiling_face
1237,797,ဆရာဝန် တောင် ဆရာဝန် ကြီး ဖြစ် ပါစေ,no,ဆရာဝန် တောင် ဆရာဝန် ကြီး ဖြစ် ပါစေ
1238,2381,ကဲ ထိုင်း တွေ ဘာ ဆက် လုပ် မ လဲ နင် တို့ လည်း ငါ တို့ နဲ့ ဘ၀တူ ပါ ပဲ 😔 😔 😔,no,ကဲ ထိုင်း တွေ ဘာ ဆက် လုပ် မ လဲ နင် လည်း ငါ နဲ့ ဘ၀တူ ပါ ပဲ pensive_face pensive_face pensive_face
