original_index,text,label
1916,တကယ့် ဟာ သူ့ အပူ မှ သူ့ အပူ နော်,no
817,တဏှာရူး ရွံ ဝဋ်ကြွေး မယားငယ်မ ခံ,ab
6215,ကျွန်စနစ် ပဲ ပစ် မ စစ်အာဏာရူး,po
179,သတ်ကြကွာ သတ်,ab
1644,ဝရမ်းပြေး ပဲ ပျက်စီး လုပ် ဆောက်ပိန်း,po
1899,ဒီ လို လူ က သက်သက် ကို ရှိ တာ အချစ် ကို ဗန်းပြ ပြီး လို ချင် တဲ့ အရာ တွေ ကို ရ အောင် ယူ တဲ့ လူ တွေ က သက်သက် ကို ရှိ တာ အဲ့လို ကောင် တွေ နဲ့ ဝေး အောင် သာ နေ လူ စိတ် မ ရှိ လို့,no
3889,ဘောမ ဘုမသိဘမသိ,po
6490,koeမေကိုloe မ လုပ် တောင် မ koမေကိုပြန်loe,ab
3204,မအလ စောင်ရှက်,po
1078,အရှက် နဲ့ အဆင့်အတန်း က သူ့ မှာ မ ရှိ တာ သိသာ ပါ တယ်,no
5380,ဒေါ်လာ မ မြင် ဖူး လို့ ခု လို ပြ ပေး တာ ကျေးဇူးတင် လိုက် တာ အမ ရယ် ခု တော့ မြင် ဖူး သွား ပြီ 🥲,no
4227,မိဘ တွေ က ခွင့်ပြု ကြ လား ဒါ မျိုး ကို,no
1644,ဝရမ်းပြေး ပဲ ပျက်စီး လုပ် ဆောက်ပိန်း,po
5002,မ ပါးရိုက်,ab
5447,အဲ့ လောက် တိုးတက် နေ ပြီ လား ဟ,no
4236,လီး မ စောက်ပို လုပ် မ ပဲ ပဲ မ စောက်ပို,po
3887,southpat မ ကမြင်းကြောထ ဖျက် ဖျက် ကျက်သရေတုန်း,ab
4452,ကိုမေကိုလိုး မ စောက်မီး မအေလိုး,ab
6329,ဘယ် မိသားစု က ပဲ ဖြစ်ဖြစ် ကလေး သူငယ် တွေ ကို တော့ သက်ညှာ သင့် တယ် လူ ပီသ ကြ ပါစေ,no
4585,ပေါကား တွေ ပေါသီချင်း တွေ ပါ မ ဆုံး တော့ တဲ့ မြန်မာ ပြည်,no
2887,ပေါက်လွတ်ပဲစားကောင်,ab
5351,ဖာသယ် ဖာကျင့်ဖာကြံ ပဲ မ မ,po
2824,သူခိုး ဓားပြ မ,ab
5401,အနုပညာ ဆို တာ ဘာ ကို ခေါ် တာ လဲ အရင် လေ့လာ ကြ ပါ ဦး ဟ 😖,no
5694,မ မ plm,ab
4480,လားရှိုး လည်း မ လုံခြုံ တော့ ဘူး ဘာ ပြော ရ မ လဲ ကို မ သိ တော့ ဘူး သူခိုး က များ သေး,no
1326,ots မ,ab
6193,ဟုတ် လား ဘာ လို သွား လို့ လဲ ညီမလေး,no
1567,ဘာ က ကောင်း တာ လဲ တော့ မ သိ ဘူး,no
3210,သေဆုံးနေတဲ့အနုပညာ လောက်တက်,ab
6070,စောက်ရမ်း စောက်ဖင်ယား မ ပဲ လ လ လောက် ပဲ စောက်ရမ်း ခံ မ လ လောက် စောက်ချိုး မ,ab
817,တဏှာရူး ရွံ ဝဋ်ကြွေး မယားငယ်မ ခံ,ab
6106,ရိုက် ချင် လို့ တစ် ယောက် လောက် 😒,no
6344,မအလ မ မ,po
4464,မ ဆဲသာဆဲပစ်,ab
4227,မိဘ တွေ က ခွင့်ပြု ကြ လား ဒါ မျိုး ကို,no
402,မ ဖြတ် စောက်ရှက် မ စောက်မှတ် မ သောက်,ab
2071,ခြုံးကတီး otsကောင်,ab
211,နွား,ab
1475,ဤ အချက်အလက် သည် ရယ် စရာ အလွန် ကောင်း သည် ။ 🤭🤭 ကျွန်ုပ် တို့ မိသားစု၀င် များ လည်း နှစ်သက် ကြ ပါ သည် ။,no
6335,ဘာ သဘော နဲ့ အဲ့ vd ရိုက် တာ လဲ ဘာ လို့ ငါ က ခု မှ ကြည့် ရ တာ လဲ 😭,no
3933,ကမကလ မီးရှို့တပ် Leeeတပ် ပဲ ရှို့,po
1035,ကျက်သရေအဖြာဖြာတုံး,ab
4444,ပါးချည်းရိုက်,ab
425,ပဲ အခွက် မ,ab
6140,ဟုတ် ပါ တယ် နားဝင်ချို အောင် သာ ပြော သွား တာ အမှန် တော့ အတူတူ ပဲ အများကြီး တော့ ကိုယ် လည်း သူ တို့ နိုင်ငံ ရေး သိပ် တော့ မ လေ့လာ ဖြစ် ဘူး ဝန်ကြီးချူပ် အသစ် လေး ချော တာ ပဲ သိ တယ် 😁,no
5828,ဖာဆန် မ,ab
5971,မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို များ နေ မလဲ မ သိ ဘူး 😂,no
3962,thet မအလ,po
6207,ရွံ စောက်ကြီးစောက်ကျယ်,ab
4486,လူသတ် မီးရှို့ မ,po
6305,စိတ်ပျက် စောက်ခွက် လောက် ပိတ်ရိုက်,ab
3136,အခု လို လေး မ ပြင် ထား တာ က မှ ပို လှ တာ 😍,no
6049,ဗိုင်းဒါမ,ab
6311,Lashio က လား မန္တလေး က ဆိုရင် မနက်ဖြန် မနက် ဆို တာ နဲ့ ဆိုင် ဖျက် ပေး လိုက် လို့ ရ တယ်,no
2045,စောက်ခွက်,ab
5301,လူငယ် တွေ ဆို နေရာ မ ပေး ချင် တာ က နေရာ တိုင်း မှာ ရှိ တယ်,no
3249,မ ဂေါင်းကြီး မ ဖျက် မနက် မ ပဲ ဂေါင်းကြီး,ab
3938,လုပ် ရဲ လို့ ပဲ အာဏာ သိမ်း ထား တာ ၁၀ စု နှစ် တစ် ခု ဖြစ် တော့ မယ် လေ,no
2741,လျှာကြောရှည်,ab
4887,အဲ့ တာ မင်း တို့ က မြန်မာ ပါ ဆို ပြီး ဝင့်ကြွား ဦး မှာ လား အဲ့လို ဆိုရင် တော့ မင်း တို့ အဖေ အမေ ဘယ်သူ လဲ ဆို တာ ပြန် လေ့လာ လိုက် ပါ ဦး ကွာ,no
1241,အသetခံ pyit thay,po
3962,thet မအလ,po
5671,ခွေးမျိုး သေ မ,po
1075,ဘယ် ကူညီ လို့ ရ မ လဲ ပြည်တွင်းစစ် လေ ကွာ မြန်မာ နိုင်ငံ ကို ခု လို ပြော တာ မြန်မာ နိုင်ငံ ရေး အခြေနေ သာ ကောင်း ခဲ့ ရင် ဒီ လို ကို တရားစွဲ လို့ ရ ပါ တယ်,no
4351,သွား စား မ လို့ ကို ဒီ လို မျိုး ဆိုင် က တော့ ဘယ်လောက် ကောင်းကောင်း နိုး ပဲ,no
188,မ စောက်ချေ ပဲ,ab
1276,မင်းအမေလင် မ မအေလိုး,po
4599,ခေါင်းကိုလီးနဲ့အထိုးခံရ ကျပ်မပြည့် မ စောက်ကြီးကျယ် ကျယ်,ab
1447,မအေLoe,po
5800,ဖလော်မော် မ မ ငုံ ပဲ မ တောင်ဘက်ပန်းခြံ ပဲ ဖလမ,ab
1408,ကမကလ တောင် ဆဲ မ မ ကလိမ်ကျ စွရှက် မ,po
4171,ရှက်ရောရှက်တတ်ရဲ့လား မ,ab
1937,မ အမေပေးတဲ့လယ်တစ်ကွက်,ab
5505,$paw,ab
5577,စောက်ခွက် မ,ab
530,လိုးမ ပဲ ပဲ ကျွေး ဘောမ ပဲ,po
1931,သီချင်း တော့ ကြိုက် သွား ပြီ,no
2462,အမြင်ကပ်,ab
6693,စောက်ပေါ မ ဆဲ,ab
6453,🙏 🙏 🙏 နောက်ထပ် မ ဆို တော့ နဲ့ ဘာ ဖြစ် လို့ လဲ ဆို တော့ အလိုလို မှ ခေတ် က မ ကောင်း ပါ ဘူး ဆို ဟွန်း မ ပြော တော့ ဘူး,no
5463,မ မအေလိုး မအေလိုး ပဲ,ab
3621,မ စောက်စည်းကမ်း မ KMKL,po
1118,ကမ မ ပဲ မ ဘောသွားမ မ,po
724,လောက် ballpal loo,ab
4357,Lee မ မနက် ၆ မေလိုး,ab
945,သူခိုး စစ်ခွေး,po
3894,အမုန်းဆုံး ပဲ ငတ်,ab
5605,လီး ပဲ,ab
6320,လုပ် ခေါင်း သေပေါ့ မ,po
2329,တောင် မ စောက်ကြီးစောက်ကျယ်,po
266,သတ် စောက်ပိန်း,po
2214,ကိုမေကိုလိုး ကိုယ့်အဖေဆီပြန်ခံ,ab
3034,ကောင်မ လူမဖြစ်သင့်,ab
4163,သူ့ ခေါင်း မှာ ဘာ တပ် ထား လဲ ပဲ စိတ်ဝင်စား တယ်,no
2814,ဘာ လဲ ဟာ သူ့ ဟာ သူ ပိုက်ဆံ ရှိ လို့ ရိုက် တာ မ ကြိုက် ရင် မ ကြည့် ကြ နဲ့ ယဉ်ကျေး မှု တွေ ဘာ တွေ ပြော ပြီး ခြုံ တိုး နေ တဲ့ သူ တွေ ထက် သာ တယ်,no
1969,ရိုင်း ချွတ်ရိုက်,ab
4704,ကြား လိုက် တယ် ကား ဘီး ပေါက် တာ လား ပေါ့,no
1082,$ပေါ,po
2893,မိုက်နဲ့ခေါက်,ab
17,လုပ် စိတ်တွေပျက်,ab
23,bawma မ ပထွေး သေ မ မ,po
6704,အေး သမီးလေး အပေါ် မှာ တစ် ပိုင်း ရှိ သေး တယ် 😊,no
3130,မအလ လောက်,po
1336,စောက်ဆံ လုပ်,ab
6561,လိ,ab
429,နှမ ချင်း ကိုယ်ချင်းစာနာ စွာ တဲ့ 🥹🥹,no
1891,ဖာသည် ဖာ,ab
1979,ကောင်မ မ ရွံ,ab
6031,စောက်ပို,ab
2419,သုတ်ပိုးနားထင်ရောက် ပဲ,ab
5928,အမှန်အကန် ပြော နေ တာ ပါ ထိုင်း တို့ သတိ ရှိ ပါ ။,no
5427,လိုး,ab
1078,အရှက် နဲ့ အဆင့်အတန်း က သူ့ မှာ မ ရှိ တာ သိသာ ပါ တယ်,no
1831,မသာ ကိုက်,ab
398,မ သိ တော့ ပါ ဘူး ဗျာ လူ လည်း ပူ က ပူ လေ က မ တိုက် နဲ့ ကြာ လေ ဒေါသထွက် လေ ပဲ,no
6751,,ab
4692,မ ဘောမ ပဲ,ab
3535,စစ်ဘောမ မ စစ်လီးစုပ်,po
1606,မသေနိုင်တော့ဘူး,ab
5363,ပဲ မအလ မအလ တောင် သိသာ,po
6369,ပြင်ပြင်ဆင်ဆင် လေး နေ ပါ ဦး ဗျာ ... 😩😩😩,no
6322,သရုပ်ဆောင် တွေ က လည်း ကောင်း လိုက် တာ,no
6270,ကလေး မအလ,ab
1713,နိုင်ငံရေး က သူတို့ နဲ့ မ သက်ဆိုင် ဘူး လေ,no
4652,စောက်ရူး,ab
3016,မီးလောင်တိုက်သွင်း ကိုမေကိုလိုး မ,po
324,သရုပ်ပျက် အရှက်ဆိုတာမသိကြတော့,ab
2604,ကောင်မ ထောင့်မှမကျိုးတာ ကောင်မ,ab
1251,မျက်နှာဖုံး တွေ များ လိုက် တာ,no
6513,လီးစုပ်,ab
4652,စောက်ရူး,ab
3136,အခု လို လေး မ ပြင် ထား တာ က မှ ပို လှ တာ 😍,no
1366,အ၆မ မ မ ခံ ပဲ,ab
5623,လောက် ရိုက်,ab
4209,ရုပ်ပေါက် လိုက် တာ ကွာ အဲ့ ကလေး က ဖြစ် နေ တာ လား,no
4947,ဘောမ ဘောတွေငုံ ဘောငုံ မ,po
3816,လုပ် လုပ် ပဲ သူခိုး သူခိုး ပဲ သူခိုး လုပ် ဘာစားပြီးတွေးလဲ မ ကလေး မ,po
2167,ဒါပေမဲ့ ဒါ မြန်မာ နိုင်ငံ ဖြစ် တယ် 😎😎😎,no
696,ကိလေသာ မ ကုန် ဘဲ ဘုရား လို့ သတ်မှတ် ပြီး ပူဇော် နေ ကြ ရင် ကလေး ပဲ နစ်နာ တယ်,no
2151,လူ တွေ လည်း နော် သွား ဖြီး ပြီး ရယ် ရင် လည်း တော်တော် ပျော် တယ် ဆို ပြီး ပြော ဦး မယ် ခပ်တည်တည် နေ တော့ လည်း နေ လို့ နဲ့ နင် တို့ ပဲ အမျိုးမျိုး သူ လည်း အချိန်အခါ ကြည့် ပြီး နေ ရ တာ ကို တော့ နားလည် ပေး သင့် တာ ပေါ့ 😏 😏,no
156,ဟုတ် တယ် သူ ပြော တဲ့ ဘော်လီ က ဝတ် ရ တာ သက်တောင့်သက်သာ ရှိ တယ် ကြိုက် လို့ ကိုယ် လည်း အဲ့လို အပျော့ ပဲ ဝတ် တယ် ဒါပေမဲ့ တစ် ခု သတိထား ရ တယ် ကိုယ် ဆို အဲ့ ထိပ် နေရာ လေး ကို တစ်ရှူး စ လေး နှစ် စ ခေါက် ပြီး တစ် ဖက် တစ် စ ဆီ ခံ ဝတ် တယ် အဲ့လို မှ အဆင်ပြေ မ ဟုတ် ရင် တော့ 😁 😁 😁 😁,no
6206,မ မအေလိုး ကြီးကြီးကျယ်ကျယ်,po
2617,အရူးထ ရူး ပဲ အရူး,po
528,စိတ်ကုန် မ ရွံ,ab
5931,မ ပါးတွေလှိမ့်ရိုက်,ab
4286,ကျောင်း လည်း ပြီး ကလေး လည်း ရ ရော ။,no
2504,စောက်ခွက် အကုသိုလ်တုံး,ab
2915,လုပ် စောက်ချိုး ပဲ,ab
222,တာဝါတိုင်တွေချိုး ငပိန်း,po
2303,Spaw spaw,ab
5787,မြန်မာ နိုင်ငံ က လည်း လူ ကို ဘာသာရေး ဘောင် ထဲ ရောက် ပြီ ဆို တာ နဲ့ ဘုရား လို့ တန်း ခေါ် ကြ တာ ပဲ ၊ ဘာ မှ မ ထူး ဘူး ၊,no
3763,that ဖြတ် that ေxာက်သံ မ ခံ leeleelrlrr ပိုthayကြဦးမှာ,po
2796,စစ်ခွေး အာဏာရူး မ ပဲ,po
5883,သူ့ ခံစား ချက် ပေါ့ အမ ရယ် အရစ်တွေရှည် နေ တာ လို့ တော့ မ ပြော ပါ နဲ့ လား,no
3470,ဖင်ခေါင်းကျယ် မိုက်ရိုင်း စရိုက် မ,ab
1041,ဖေါ်လော်မော်,ab
2312,ဦးနှောက်မရှိ စောက်ပေါ ပဲ,po
3763,that ဖြတ် that ေxာက်သံ မ ခံ leeleelrlrr ပိုthayကြဦးမှာ,po
6072,မြန်မာ ငွေ နဲ့ တွက် တာ ကြိုက် ရင် ပြန် လာ လေ 🤣🤣🤣,no
5714,မ ဖြတ် ဖြတ် မအေလိုး ဖြတ် ခွဲ ဖြတ် မအေလိုး နှမလိုး ကိုမေကိုလိုး ကိုမေကိုလိုး မ စောက်မိန့်ပေး မ ခံ,ab
758,ညီမလေး တက် နေ တာ မြန်မာ နိုင်ငံ က ကျောင်း လား 🙂,no
5918,မအလ 🐕 🐕 ပဲ,po
3123,ခွေးသား ခွေးအဖေကြီး,po
1922,လူပါးဝ ရှိသမျှအမွှေးအရင်းကနေဆွဲနှုတ် ပစ်,ab
1914,ဖေloema $ခွက် လုပ် စော်ကား မ ဖေloeMa,po
6084,သတ် ဖာသည်မ ပဲ,ab
3328,စိတ် ကျေနပ် တဲ့ အထိ customer ကို မ တောင်းပန် ဘဲ နဲ့ တစ်ယောက်ယောက် ကို တိုင် နေ သလို ပဲ နော် အမ တို့ က,no
4552,ပဲ ငတ် ပဲ ပဲ အမွဲဆုံး,ab
6176,ကလေး ဖသမ,ab
1687,စောက်ချဉ် စောက်ရူး,ab
4157,ယဥ်ကျေး မှု တွေ တော့ ပျောက် ကုန် ပြီ လူမျိုး ပျောက် ဖို့ ပဲ ကျန် တော့ တယ် မြန်မာ ဆို တာ ကျိန် ပြော ရ တော့ မယ် ထင် တယ် ဗျာ ကြည့် လုပ် ကြ ပါ အားပေး တဲ့ လူ တွေ ရော ရှက် သင့် နေ ပြီ နော်,no
2362,ကိုယ် ဟာ တကယ် ကို ကံကောင်း တဲ့ သူ ပဲ 🤣 🤣 တစ် ခါ မှ မ တက် လို့,no
3723,တစ်ခါတည်းမြေမျိုလိုက်ရမှာ,ab
3487,အင်တာဗျူး ဖြေ တာ နားထောင် ခါ မှ မြန်မာ မှန်း သိ တဲ့ ငါ့ အဖြစ် 😄 😄,no
6222,မ ဆဲ မသာမ,ab
1780,အလုပ် နား လို့ အိပ် မ လား ကြည့် တယ် မျက်လုံး ပါ ကျယ် သွား ပြီ,no
4025,စောက်ဆင့် မ,ab
6238,ကလေး တွေ ပဲ သနား တယ်,no
2482,ငပေါ ကြောင်တောင်တောင်,ab
5331,မ ခွေးတပ်,po
6342,ထိုင်း အရပ် ဖက် ဒီမိုကရေစီ ကျဆုံး ခြင်း လို့ ပဲ ပြော ရ တော့ မှာ ပါ မဲ ပေး ပြည်သူ တွေ နဲ့ ထိုင်း ဘုရင် စနစ် ထိုင်း စစ်တပ် ရဲ့ နိုင်ငံရေး မှာ ဝင်ရောက် ခြယ်လှယ် နေရာယူ ထား မှု တွေ ကို မ ကျော်လွှား နိုင် ခဲ့ ခြင်း ရဲ့ အားနည်းချက် ပါ ပဲ သူ တို့ အထက် လွှတ်တော် ( 250 ) ဆို တာ ကျုပ် တို့ မြန်မာ ပြည် ရွေးကောက်ပွဲ နဲ့ ယှဥ် ရင် စာ မ ဖွဲ့ လောက် ပါ ဘူး လွှတ်တော် ထဲ မှာ အစိတ်သား က အခန့်သင့် စစ်တပ် ကျောထောက်နောက်ခံ ပါတီ နဲ့ အပေါင်းအပါ တွေ က တစ်ပြုံတစ်ခေါင်း အဲဒါ ကို ပဲ ပြည်သူ တွေ က 75% ကျော် အောင် မဲ ပေး နိုင် ခဲ့ ကြ တယ် ထိုင်း ပြည်သူ တွေ က စစ်တပ် ရဲ့ နှိပ်စက် မှု က ဆင်းရဲ ဒုက္ခ တွေ ပေး တဲ့ ဒဏ် ကို မ ခံစား ရ ဘူး မြန်မာ ပြည်သား တွေ က တော့ စစ်တပ် ပေး တဲ့ ဒုက္ခ ရာသက်ပန် ကျောကော့ခံ ခဲ့ ရ တော့ စစ်အာဏာရှင် ဆို တာ ကို ခေါင်း မ ထောင် နိုင် အောင် ကို လုပ် ကြ တာ ဒါပေမဲ့ အဆိုး သံသရာ တစ် ကျော့ ပြန်လည် ခဲ့ ပြန် တယ် ခု တစ် ကြိမ် တော့ ဓားဓားချင်း လှံလှံချင်း တုံ့ပြန် ကြ တာ မ လို့ နည်းနည်း တော့ ပွဲ ကြမ်း တယ် ပေါ့ ဗျာ,no
1677,စခ လုပ် ဖင်ကုန်းခံ sခွက်,po
4305,စစ်ခွေး ရွံ မ လူစိတ်ပျောက်,po
4618,တောင် စောက်ဖြစ်ရှိ လုပ်,po
2620,ကြေးမရတဲ့pharပျက်မ အခွက် မ,ab
5669,သောက်ကျင့် ပဲ ခံ လောက် မ,po
5502,မ စစ်ခွေး ပဲ ခိုး,po
4529,khwayစိတ် ပေါက် လပ်တီး အတ္တစား အရိုးကိုက် ကိုက် စခ လောက် ဆဲ ကျိန်စာတိုက် မှန်း မ အတ္တစား,po
4269,ဘောမ စစ်ခွေး မ ချီးစားခွေး,po
5118,မ ကြာ ပါ ဘူး ဘာ ဖြစ် မ လဲ စောင့်ကြည့် ကြ ပေ တော့,no
5096,အလယ် က ဆံပင် ပုံ လေး ကြိုက် မိ လို့ 🥹,no
2346,တောင် မ မျောက်ဖင်နီ မ မ မ လုပ် ပဲ,po
2663,ပဲ စွတပ်သား စစ်kwayအို စာတ-တ်မယ့်ရုပ်ရည်လည်းမဟုတ်,po
6426,ခွေးစစ်တပ် မ,po
3574,လူ အများ ရှိ တဲ့ နေရာ မ လုပ် သင့် ပါ ဘူး ဟာ,no
5055,နင့်မေစက်ပက်,ab
3456,စောက်ကလေး တက်လုပ် လောက် ပမာမခန့် လုပ် လုပ်,ab
1013,ရောက် ပြီး ပြီ လား ချစ်မကြီး မြန် ချက် 😬,no
5017,လုပ် ယီး မ,ab
2182,မအလ မအလ,po
803,ချ ချီးပေ,ab
1499,စာမတတ်ပေမတတ် တောသား တောသား တောသား,po
1857,ဒုတ် ပဲ $လုပ်ရှုပ် ပဲ,ab
5013,သတ် မသေရဲတော့ဘူးလား,po
2651,ကောင်မ လူပါးဝ ပါးချချင်စရာ,ab
1929,သေခါနီး မအလ,po
3681,စောက်ကလေး ဘျင်း,ab
6279,လီး ပဲ မ,ab
4621,စာမတတ်ပေမတတ် ငါ့လိုးမ,po
5439,သောက် ဖောနေတဲ့ရုပ် သင်္ချိုင်းကုန်းခြေစုံလှမ်း ကျက်သရေမရှိ,ab
2034,မ လိုး,ab
957,ငါ ဖြင့် သူ့ ကို ချစ် လိုက် ရ တာ ဟယ် အရမ်း တော် တယ် နော် ဟန်ဆောင် အတော် ကောင်း တာ ပါ လား အစ်မ ရယ် လူ တွေ ကို ချစ် တတ် တယ် လို့ ထင် ထား တာ ပါ,no
3937,ပဲ မအလ မ ခိုး ခိုး မ အရှက်မရှိ မျက်နှာပြောင်တိုက် ခိုး ပဲ ခိုး မ ေ-က်ရှက်မရှိ အရိုးကိုက် သူတောင်းစား တောင်းစား,po
4602,ဘယ် တုန်း က စစ် ထဲ ရောက် သွား တာ တုန်း ညီမလေး,no
4748,အေး လေ သူ တို့ ခေတ် ဆို တော့ သူ တို့ သဘော ပေါ့ 😂 😂,no
1913,ခွေး,po
2645,ဆုတောင်း တွေ က ပြည့် ခဲ လိုက် တာ,no
90,အရင် မီဒီယာ မှာ ပြော တော့ ဒီ လို မ ဟုတ် ဘူး ဗလောင်းဗလဲ ပြော နေ တာ တက်တူး မ,no
5552,ပထွေး ဘောပြောင်အောင်လျက်,po
732,ကောင်မ ရိုက်,ab
1792,ခွေးကတက်မှာပဲနေရနေရ အဆင့်အတန်းမရှိ နိုင်ငံရေးအောက်တန်းစား,po
4226,စာချုပ် ကြောင့် ရှိ သမျှ အခွင့်ရေး ပါ ပုံအပ် ပေး လိုက် ရ တယ် ပေါ့,no
5301,လူငယ် တွေ ဆို နေရာ မ ပေး ချင် တာ က နေရာ တိုင်း မှာ ရှိ တယ်,no
4167,စပ်စလူးစိန် စောက်စိပိန်မ,ab
4174,တောင် စောက်ပို လုပ် မ,ab
4486,လူသတ် မီးရှို့ မ,po
4130,ပဲ လင်တရူး,ab
4052,ကြိုက် လို့ အသဲ ပေး ထား တာ လား အကို က,no
960,ချ စောက်သိက္ခာ အသုံးမကျ ပဲ မအလ ငရဲမြန်မြန်သွား ပဲ,po
3222,အဲ့ လောက် ခက်ခဲ ရင် ကျွန်တော် ကိုယ်တိုင် တောင်းစား ပြီး တော့ ရှာ ကျွေး ပါ့ မယ် ဗျာ ။ ယုံကြည် ရင် လာ ခဲ့ ပါ ။ ခွက် တစ် လုံး နဲ့ 🙄🙄🙄,no
3961,သတ် မီးရှို့ စောက်လုံးကန်း မအေလိုး,po
3475,ဂေါင်းကြီး အဆင်ပြေ နေ ပြီ ဟ,no
3682,မင်းသား ခေါ် ပါ လား 😇,no
2370,မျက်ရည် နဲ့ တင် တန် တယ် ဟ,no
578,အကျိုး ခွေး သောက်ပေါမ,ab
3642,မအေလိုး ဝိုင်း လိုး,ab
2429,စွကျိုးနဲ,po
5771,ကောင်မ ဘယ်ဥကပေါက် အမျိုးမမှန် စောက်ခွက်ပြောင်,po
4648,ယီး ခွေးမသား,po
5414,မအလ မ မအလ,po
1994,စောက်ပို စိတ်ပျက် ပဲ,ab
469,ဖာ တောင်,ab
4365,မ တတ်တာဒီလောက်ပဲလား တောင် မ အာဏာတက်လု ေ-ာက်ရူးချေးပန်း ငတ် Ballထမ်း ပဲ ခြောက် သုတ် ကိုက် ခိုး ခိုး လူသတ် မုဒိမ်းကျင့် ခိုး ဓါးပြအဆင့်တောင်မရှိတာ ခံ အောက်တန်းစား မှန်း မ,po
3064,မအေလိုး ခွေးသား မ,ab
4732,မ လုပ် မ ဖင်အရမ်းမယားပြပါနဲ့,po
4844,ဟုတ် တယ် ကိုဖြိုး ရေ မ တရား သဖြင့် ကျန် လို့ ချိန် တယ် ဆို ထား ပါ တော့ အခု က ခုံ ပေါ် က ရှိ သမျှ ကို ညှပ် ကြီး နဲ့ မွှေနှောက် ပြီး ထည့် ချိန် တာ တော်တော် ဆိုးဆိုး ပဲ ယူ ထား တဲ့ စျေး မှ အား မ နာ ဘူး,no
3938,လုပ် ရဲ လို့ ပဲ အာဏာ သိမ်း ထား တာ ၁၀ စု နှစ် တစ် ခု ဖြစ် တော့ မယ် လေ,no
2475,ပဲ လုပ် မယားငယ်မ လုပ် မ ကျက်သရေအဖြာဖြာတုန်း မယားငယ် ခံ ပဲ,ab
4738,lee မ လုပ် စောက်ရေးမပါ လုပ်,ab
5642,မန့် တွေ အကုန် ဖတ် ကြည့် ဦး 🤮,no
562,ကလေး တုတ် Napanကျင်း,ab
1382,ကောင်မ မေးရိုးကြီးတကားကား မျက်လုံးကြီးတပြူးပြူး စောက်ပေါ်ပင် မ ကောင်မ ဘောမ လုပ် ဘောမ,ab
563,ဆောက်ပြစ် မ လုပ် လုပ် မ ဆောက်တင်း လုပ်,po
4066,လောက် လီး လုပ် ငလမသား မ လီး ပဲ,ab
2496,စပတ်မ နောက်လိုက်ခွေး မသာမ,ab
5529,ငပု ချီးစားခွေး ဟောင်,po
431,မ ဖလမ ဂေါင်းမှာချီးတွေပြည့် ဖလမ,ab
6733,မအလ ဟာမ ဟာမ,po
1496,ပုစွန်ခေါင်း လောက် တန်ဖိုးမရှိ မီးရှို့,po
724,လောက် ballpal loo,ab
4358,မ လုပ် လုပ် မ ပဲ လုပ် မ စစတပ် မအေLoo မ,po
801,မအေလိုး ဗြောင်လိမ်ဗြောင်စား,ab
2135,အတို ခြုံ ပြော ရ ရင် ဒါ လည်း မိစ္ဆာဒိဌိ တစ် မျိုး ပါ ပဲ,no
3369,လီး စောက်ပူ,ab
2144,လှ လိုက် တာ ဘာ ကြီး လဲ မ သိ ဘူး,no
757,စစ်dogs leeeစုပ် သေ kmkl,po
5779,လူယုတ်မာ ရွံ အပေါ်ယံလျှာဖျားမ ပဲ,ab
5654,ခွေး,po
2486,ဖျက်စီး လုပ်,po
3478,အဓိပ္ပါယ် က အဲ့ဒါ ကို ပြော ချင် တာ မ ဟုတ် ဘူး ပြော ချင် တာ က ကိုယ်ပိုင် ကြိုးစား မှု ကို ပို အလေးထား တာ ကို ပြော ချင် တာ ပါ ကိုယ် တွေ လည်း မိဘ ချမ်းသာ တဲ့ မျိုးရိုး က ပါ ပဲ သိ ပါ တယ် 🙄 🙄,no
5689,လူ တိုင်း ဟာ သူ့ နည်း သူ့ ဟန် နဲ့ ပါဝင် နေ ကြ ရ တာ ကို ဘာ လို့ ဝူး နေ ကြ တာ တုန်း မ သိ ဘူး နော်,no
1782,Sကြီးsကျယ်,ab
5425,မအေလိုး အ,po
5474,လိုက် ကျွေး မယ် ဆိုတော့ လည်း လိုက် စား ပေး ရ မှာ ပေါ့ 😁,no
4857,လစာ ထုတ် ပြီး သွား ကြ မယ်,no
2450,သြော် မြန်မာ မိန်းကလေး တွေ တန်ဖိုးရှိ စေ ချင် တယ် အရှက်အကြောက် ဆို တဲ့ ဟီရိသြတ္တပ္ပ တရား ရှိ စေ ချင် တယ် အလကား နေ ရင်း ထိန်းသိမ်း ခံ ရ ဦး မယ်,no
1342,မ $သုံးကျ လုပ်,ab
933,သေ တောင် ပဲ ပဲ အာဏာရူး,po
2425,ပြန် အဆင်ပြေ ဖို့ တောင်းပန် ရ မယ့် အချိန် မှာ တောင် ဟို ကိစ္စ ပဲ ဦး တည် နေ တာ ဒီ လို လူမျိုး နဲ့ ရေစက် ကုန် သွား တာ ပို ကောင်း တယ်,no
8,လာ တဲ့ သူ တွေ က ဘာ မှ လုပ် သွား တာ မ မြင် ဘူး အစ်မ တို့ အဲ့ အိမ် ထဲ က ပဲ အတင်း လုပ် တာ အရှင်း ကြီး ကို video မ ကြည့် ဘူး လား,no
