text,label,original_index
ဒီ မအလ အတွက် လည်း တစ် ပုဒ် လောက် စပ် ပေး ကြ ပါ 😏 အပါယ်ဘုံကိုလွင့် ချင် လို့ တဲ့ လေ 😂,ab,2549
နောက် လ မွေးနေ့ ရှိ လို့ ပုံ ရိုက် ဖို့ ရှိ တယ် ပြော တော့ ဘေး က ရိုက် ရင် လှ တယ် ရှေ့ က ရိုက် မှ မ လှ မှာ ဆို ပဲ 🥲 ကောင်း လိုက် တဲ့ service,no,6167
လူ ရဲ့ အသက် တစ် ချောင်း ကို ပုရွက်ဆိတ် တစ် ကောင် လို သတ် နေ တဲ့ စခ ရခ ချီးစားခွေး တွေ ပါ,po,1842
သူ အကောင် က ဖင်ချုပ်လိုး ပြီး မျက်နှာပေါ်တက်ပြီး ခဲ့ လို့ မျက်လုံး မှုန် သွား တယ် ထင် ပါ တယ် 😁,ab,6219
လာ ဟောင် စမ်း ခွေးမသား နဲ့ ခွေးမသမီး တွေ လူကြီး လူငယ် မရွေး မင်းမေလိုး လိုက် တစ် ဖက် သား ကို အား နေ အာခြောင် တဲ့ ဟာ တွေ အချိန် ပြည့် ငါ့ ဆီ က မင်း အမေ ကို လိုး ပဲ 🤏🏻,ab,2525
နဖူး မှာ စစ်ခွေး ယီး အရာ တွေ နဲ့ ရွံ တာ,ab,5377
သက်သက် လို လုပ် ပစ် လိုက် ကွာ ကြာ တယ် 🔪နဲ့ထိုး ပ လိုက်,ab,3363
မြန်မာ ဘီယာ သောက် ရ လို့ ကျေနပ် နေ တဲ့ စောက်ခွက် နဲ့,ab,4879
ရဲ တွေ လည်း စစ်ခွေး ကျွန် ဖြစ် တာ ကြာ ပေါ့ နေရာ တိုင်း မှာ အသွင် ပြောင်း က အရာရှိ ဖြစ် ၊ စစ်တပ် က ဆို ကြောက် နေ ရ ။ ကျွန် ဖြစ် ရ တာ တင် မ ဟုတ် ၊ ခိုင်း သမျှ လုပ် ရ ။ သနား စရာ ၊ ရွံ စရာ ရဲ တွေ,po,3945
သူ တို့ တောင် ခွေးပြေး ပြေး နေ တာ ဘယ်လို အရေးယူ မယ် ဟဲဟဲ,po,2763
အာဏာရူး တုန်း ပါ လား သူ တို့ က လည်း အတူတူ နဲ့ အနူနူ တွေ ပါ ပဲ ကွာ ဒီ ပုတ် ထဲ က ပဲ ဒီ ပဲ,po,2485
အဲ့ မှာ နင် ကြည့် ချင် နေ တဲ့ ဟာ,no,6680
နောက်ဆုံး က စာသား ကို စဥ်းစား ယူ လိုက် ရ တယ်,no,1814
အဲ့ မအေဠိုး တွေ ပေါ့ လက် အား တိုင်း စောက်ပြစ်ရှာ ပြီး မီး ဖျက် နေ တာ လက် အား နေ ရင် ပေးကိုင်ထားဦးမယ်,ab,6323
စောက်ခွက်ပြောင်ပြောင် နဲ့ လိုက် ပေး ရဲ တဲ့ အဖွဲ့ ကြီး ပါ လား ဟ ။,ab,6570
လီး လို ပဲ မင်္ဂလာဆောင် တာ ကို ပဲ လိုက် ပြော နေ တာ နိုင်ငံရေး ဘာ လေး တင် ပါ လား တင်ဆက် တဲ့ ကောင်မ လည်း သူ တို့ လိုး တာ သွား ပြီး ရိုက် တင် ပေး ပါ လား အရေမရဖတ်မရ တွေ နိုင်ငံရေး မ ကောင်း ရ တဲ့ အထဲ,ab,917
သူ တို့ ငှား ပြီး ပဒက် မိသားစု တွေ ကို ပြန် မ tတ် နိုင် ဘူး ဆို တော့ ပြည်တွင်း ပဒက် မိသားစု တွေ myoပြုတ် သွား အောင် လား 😆 😆 😆,po,220
မ ကောင်း တဲ့ ဟာ တွေ များ တော့ ကောင်း တဲ့ သူ နေရာ ဘယ် ပေး မ လဲ,no,1920
သား သမီး ဆို တာ မိဘ ရွေး လို့ မ ရ ဘူး ချမ်းသာ တဲ့ မိဘ ဆီ မှာ ဝင် ပြီး တမင် ဝင်စား လို့ မ ရ ဘူး သူ့ ဘဝ နဲ့ သူ့ ကံ ပဲ သူ့ ဟာ သူ bad boy ပဲ လုပ်လုပ် ဘာ ပဲ လုပ်လုပ် ကိုယ့် ကို မ ထိခိုက် ရင် ပြီး တာ ပဲ,no,3321
လိုးမ ပဲ ငါ တို့ က အားပေး လိုက် ရ တာ ကွာ မင်း တို့ က တူတူ ပဲ ပြည်သူ ကျွေး တာ စား ပြီး အချိန်တန် တော့ ဘောမ တာ ပါ ပဲ 😇,po,530
မအေလိုး ၂ ကောင် ဟို ဝက်မ ရော မြှောက်ပင့် တာ နဲ့ မ တူ ဘဲ နှိမ့်ချ နေ တာ ဒိုင် ဆို တာ မျှတ မှု ရှိ မှ လေးစား တာ အရသာ လေး ပြန် ပြင် ပါ နောက် တစ် ခါ ပြန် လာ ခဲ့ ပါ ကြိုးစား ချင် စိတ် ရှိ အောင် အဲ့လို မှ မ ဟုတ် ဘဲ မျက်နှာသေ ကြီး တွေ နဲ့ ပြိုင်ပွဲဝင် မ ပြော နဲ့ ကြည့် တဲ့ ငါ တို့ တောင် မင်း တို့ မျက်နှာ တွေ လီး နဲ့ ထိုး ချင် တာ 🖕🖕🖕,ab,970
လိုက် ကျွေး မယ် ဆိုတော့ လည်း လိုက် စား ပေး ရ မှာ ပေါ့ 😁,no,5474
ဖင်ခံ တုန်း က ခံ ပြီး မှ တပ် က ဖင်လိုး တာ အပြစ် လား .. ခံ လို့ လိုး တာ ဖင်နာ တယ် လို့ မ ပြော နဲ့ ....,po,3939
ဖက်ခွက်စား တွေ $သက် တွေ ကြီး နေ ပြီ ဘောပိသေ နေ ဦး မယ်,ab,6200
တလရ တဲ့ စောက်ပို တွေ ဒီ ဘက် နယ် တွေ အကြောင်း လည်း မ သိ ဘဲ စောက်စိဝင်ရှည် နေ ပြန် ပြီ နင့်လင် တွေ က ဦးသန်းရွှေ လက်ထက် ကတည်းက ဖြစ် နေ တာ တလရ သွား ကူ ချင် တယ် ဆို ရင် နင် သွား ကြည့် လေ ကိုယ်ဝန်ဖျက်ဆေးနဲ့ကွန်ဒုံးတော့လောက်အောင်ယူသွား 😁,po,1965
အကို တဲ့ နိုင်ငံရေး တဲ့ စွကျိုးနဲ,po,2429
အောင် လက်မှတ် က ဘာ မှ မ တတ် တာ လက်မှတ် ရ တာ ပဲ ရှိ တာ,no,6708
ထိုင်း လည်း ချ မှာ မ ပြီး သေး ဘူး အရူး,po,5426
အမျိုးယုတ် ကောင် တွေ,ab,6253
အဘ သမီး လေး မွဲ နေ ပြီ ပဲ သနား ပါ တယ် မျက်ရည် ပိစိလေး နှစ် စက် အဟင့် အဟင့် 😭 😭 😭 😭,no,6469
ဆေး ပုလင်း တွေ ချိတ် ရ တဲ့ အထိ ဆေးရုံ မ တက် ရ တာ ပဲ ရှိ တယ် .. မ တန် ခဲ့ ဘူး လေ 😃,no,6557
တစ် ယောက် တည်း ကွက် ပြီး ချမ်း နေ တာ နဲ့ တူ တယ်,no,5492
မင်းအောင်လှိုင် ဘုရား မှ ဘုရား စစ် တယ် ဆို ရင် ကမကလ ခမျိုး အတွေး ပဲ,po,6284
မဲဖောက် ပေး မှာ လား လို့ ကြည့် ရ တာ ပြီး တော့ လည်း ကြွား တာ ပဲ ဘယ်သူ မှ မ မေး ဘဲ ကြွား နေ ကြ တာ,no,490
ကာကွယ် ချင် စိတ် ရှိ တာ ကို အပြစ် မ ပြော လို ပါ ဘူး လူကြီး တွေ အပေါ် လုပ် တဲ့ အပြုအမူ က မ သွန်သင် ထား မှန်း သိသာ နေ လို့ ပါ,no,3172
ထိုင်း စစ် ခေါင်းဆောင် လည်း အတူတူ ပဲ ကိုယ်ကျိုး ပဲ ကြည့် တယ် မအလ နဲ့ ဒါကြောင့် လည်း ပေါင်း ဖြစ် တာ,po,1175
မ ကြည့် ခင် က အလယ် က အညှပ် ခံ လိုက် ရ တဲ့ သူ ထင် လို့ ဆံပင်ညှပ်ဆိုင် က ဖြစ် နေ တယ် 🤧,no,3506
ပလွေမှုတ် ငရုတ်ဂျပွေ့မွေ့ နေ တဲ့ ရုပ် နဲ့ စပက်,ab,3055
မင်း တို့ ခွေးမျိုး တွေ သေ တာ မ ပြော တော့ ဘူး လား,po,5671
EPC က ပိုစ့် တင် တဲ့ ကောင် ဟာသဉာဏ် တော်တော် ထွက် တာ ပဲ တစ် မျိုး နဲ့ တစ် မျိုး မ ရိုး ရ ဘူး,no,6572
မအလ ဖက်စစ် ရဲ့ ကျွန် ဘောစုပ် တစ် အုပ် ရဲ့ မန့် တွေ က ပို များ,po,1658
ဆက် မှား နေ ရင် တော့ ငါ ဆက် ပြော နေ မှာ ပဲ,no,5520
ဆောတီး လိုင်းကျ သွား လို့ မ ရည်ရွယ် ပါ ဘူး 🥴🫣🤣,no,6291
ဘာ မ ဟုတ် တာ နဲ့ တဲ့ လား ပါးရိုက် ချင် စရာ 👋 ခွေးသူတောင်းစား တွေ က လွဲ ရင် တစ် နိုင်ငံ လုံး စုတ်ပြတ်သတ် နေ တာ တောင် မ သိ လောက် အောင် ထိ ဖလမ က ခွေးတိုးပေါက် က ဝင် ပြီး တော်တော် အောင်မြင် ချင် နေ တာ လား,po,5523
ပါတီ မှတ်ပုံတင်ကြေး စပွန်ဆာ ရ သွား တဲ့ ရုပ် ။ 🤮🤮🤮,no,1874
အစွန် က ၁ ယောက် က ဘေး က စာ ကို ကြည့် ပြော နေ တာ လား ဟယ် သူ့ အစား ငါ မျက်စိ တွေ ညောင်း လိုက် တာ ဒီ ဘက် အစွန် က ၁ ယောက် က လည်း အဲ့လို မျိုး အဲ့လို မျိုး ပဲ ကြား နေ ရ တယ် စာကျက် ပြော နေ ကြ တာ လား 😖,no,3982
မြန်မာ ပြည် က ပြည်သူ့ ကာကွယ် ရေး တွေ စစ်ခွေး မ ကောင်း ရင် စစ်ခွေး ပဲ သတ် ပါ အဲ့လို တပ် ထဲ က သား သမီး ကို သတ် မယ့် အစား စစ်ခွေး တွေ မိ တဲ့ အခါ ထမင်း ကျွေး တာ တို့ ရေ တိုက် တာ တို့ ဆေးလိပ် တိုက် တာ တို့ မ လုပ် ဘဲ နဲ့ ချက်ချင်း ရှင်း လိုက် ပါ သား သမီး တိုင်း က မိဘ စိတ် နဲ့ ထပ်တူ မ ကျ ဘူး ဆို တာ သိ စေ ချင် တယ် ပြတ်ပြတ်သားသား လုပ် ပါ စစ်ခွေး တွေ မိ လို့ ထမင်း ကျွေး မယ့် အစား ကိုယ် ဘေး မှာ ရှိ တဲ့ ခွေး ကို သာ ကျွေး လိုက် ပါ ပြည်သူ တွေ ထောက်ပံ့ တာ က စစ်ခွေး တွေ ကို ထမင်း ကျွေး ဖို့ မ ဟုတ် ဘဲ နဲ့ စစ်ခွေး တွေ သေ ဖို့ အတွက် သာ ထောက်ကူ ပြု ပေး တာ ဆို တာ မ မေ့ ကြ ပါ နဲ့ 😇,po,6179
အေး လေ သူ တို့ ခေတ် ဆို တော့ သူ တို့ သဘော ပေါ့ 😂 😂,no,4748
မြန်မာ ပြည် ကား စျေး ကို အရင် လေ့လာ ပါ ဦး ကြွယ် ပြ နေ တာ ဂေါက်ကြောင်ကြောင် နဲ့ 🥴😏,ab,3126
ဒီ လောက် တော် နေ တာ ပညာတတ် တွေ ဝိုင်း ဠိုး ပြီး မွေး ထား ကြ တာ ဖြစ် မယ် ။,ab,5679
ပေး ရင် ယူ သာ ယူ ဒါပေမယ့် မအလ ပါတနာ ဆို တာ မ မေ့ နဲ့ ညီမလေး,po,3852
မအလ အပေါက် က ပြော ထွက် တယ် အသက် ကန်တော့ ပြီး ဖိနပ်နဲ့ပါးကိုချီးမစားနိုင်အောင်ရိုက်လိုက်ချင်တာ,ab,679
မြန်မာ နိုင်ငံ ကို ပြန် မြင် မိ စောက်တပ် က စောက်အာဏာ ပဲ မက် ကြ တာ ပြည်သူ ဘက် ဘယ်တော့မှ ငဲ့ မှာ မ ဟုတ် ဘူး ပြီး ရင် ပြည်သူ နဲ့ အတူ ရှိ နေ ပါ တယ် ဆို ပြီး ဖော်ရှိုး လုပ် ပြ စောက်ဦးနှောက်မဲ့ တဲ့ ဟာ တွေ က ယုံ ငါ့ ကို တော့ ပြည်သူ နဲ့ အတူ ရှိ ပါ တယ် လာ မ ပြော နဲ့ လက်တွေ့ နင် တို့ ယုတ်မာ ရိုင်းစိုင်း တာ တွေ မြင် ထား လို့ ကို မ ယုံ ဘူး ‌ ပိန်းပိန်း တွေ က ယုံ ကြ မှာ ပါ,po,1565
အသား မ စား နဲ့ တော့ ကနေ့ က စ ဖသမ ရေ,ab,2696
မြန်မာ နိုင်ငံ ပြန် လာ pro box တစ် စီး တောင် မ ရ ဘူး စအိုမယား နဲ့,ab,3998
သေခါနီး တွေ က အခု ထိ နေရာ မက် နေ တုန်း လူငယ် ပညာတတ် တွေ ဂျောင်ထိုး ချင် တဲ့ ဟာ တွေ မအလ တွေ 😏 😠 😡,po,1929
စောက်ရူး တွေ နဲ့ တူ တယ် ရှေး တုန်း က သစ်ပင် တွေ ကျောက်တုံး တွေ ရှိခိုး နေ တုန်း နဲ့ တူ တယ် အားကိုး ရာ ကိုးကွယ် ရာ ကယ်တင် ရှင် ရှာ နေ တုန်း ဗုဒ္ဓ ဒီ လမ်း သွား ကုသိုလ် ဒီ လမ်း သွား အကုသိုလ် စိတ် ကလေး ပြော တာ ကျင့်ကြံ ရ မှာ ကိုယ် လေ့လာ ပါ စမ်းသပ် ပါ brain lock မ ဟုတ် ဘူး နော် မိမိ သာ လျှင် ကိုးကွယ် ရာ အစစ် မ ရင့်ကျက် လို့ သာ အားကိုး ရာ ရှာ နေ တာ သိ တယ် မ ရင့်ကျက် သေး လို့,no,5480
မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို များ နေ မလဲ မ သိ ဘူး 😂,no,5971
ဘာ သီချင်း လဲ ညီမ တောင် မျက်စိ မှား နေ တာ လား လို့ နိုင်ငံခြား က လား လို့ ပါ ကိုယ့် မျက်စိ ကိုယ် မ ယုံ နိုင် ဘူး နား ထဲ မှာ ဗန် ဗန် ပဲ ကြား တယ် ညီမ တောင် လန့် သွား တာ ပဲ,no,3634
ခွေး တွေ ကို ရိုက် ရ မှာ လက် သန လို့,ab,1176
မြန်မာ ယဉ်ကျေး မှု နဲ့ ဝတ်စားဆင်ယင် မှု နဲ့ က တကယ် လိုက်ဖက်ညီထွေ မှု ရှိ ရှာ သကိုး စိတ်ပျက် စရာ ကြီး,ab,1955
အခု လို လုပ်ဆောင် သူ တွေ သူ တို့ မိသားစု အလှည့် မ ရောက် ပါ စေ နဲ့,no,5303
စောက်ရူးကောင် တွေ ချီးစား ကြ 🤣🤣🤣,ab,5322
ခွေးမသား မင်းအောင်လှိုင် ။,ab,1477
အံ့ဩ တာ လူ တွေ များ အပြင် မှာ ဒါ မျိုး သာ ကြုံ ရင် ပါးချည်းဖြတ်ရိုက် မယ် ဖိနပ် နဲ့ သူများ မိသားစု ပြိုကွဲ တာ ပျော် နေ တယ်,ab,959
စိုက်မွေး က ဦးစီးမှူး တဲ့ ခိုး လွန်း လု လွန်း လို့ လူရုပ်တောင်မထွက် ဘူး အလကား ဆန်ကုန်မြေလေး,ab,37
သဲငယ် အတွက် ပါ ပို ပြော ခဲ့ ပါ 🤭 😁,no,3052
မသာမ . မ ပေး ချင် ရင် အစော တည်း က စောက်ပို တွေ မ လုပ် နဲ့ ပေါ့ ပေး ရ ခါ နီး မှ လူတကာ ကို အကုသိုလ် ပေး နေ တာ,ab,2895
လူ ထက် ခွေး ကို ပို ပြီး ချစ် တာ တဲ့ လား 😡😡😤,no,688
အာဏာရှင် အာဏာရူး တွေ ရှိ နေ သမျှ အမှန်တရား သည် ဝေးကွာ နေ ဆဲ,po,4245
မအလ ဒေါက်တိုင် တွေ သေ မှ ရ မယ်,po,5934
နင့် စိတ် နဲ့ လိုက် မ နှိုင်း နဲ့ ဖလမ ဘာ တွေးတွေး ၂ ဖက် မျှ တွေး ရ တယ် ဟ လူ့ ဘဝ က တိုတို လေး အတွေးအခေါ် တွေ နိမ့် လိုက် တာ 😏😏😏🤧🤧,ab,6000
အဆင်ပြေ ပါ တယ် အကြွေး တွေ နဲ့ ထောင်ထွက် မ ရယ် အခြောက်မ ရယ် ဘောမ ရယ် ဒလံ မ ရယ် ပေါင်း ပြီး ရွေး ထား တော့ လေး မျိုး စပ် လေး တွေ နေရာ ရ တာ ပေါ့ 😂 😂,ab,1230
လူ့ စည်းကမ်း ပါ နော် သူငယ်ချင်း မလို့ ပြော ပြ တာ ကို အခု လို ချ ပြ တယ်,no,4657
ဒီ post ကို ဖျက် လိုက် စေ ချင် တယ် ကွယ် တကယ် ကို စိတ် မ ကောင်း ဘူး ကလေး တွေ အတွက် စဥ်းစား ပြီး တော့ ဖြစ်ဖြစ် ပေါ့ နော် မိခင် ဆို တဲ့ ဘဝ က တကယ် ကို လွယ် မ နေ ပါ ဘူး,no,395
ယူ ရ အောင် ဘဏ် မှာ CCTV ရှိ ဘူး လား ခွေး ပြော ခွေး ယုံ ကြ,ab,5160
ဘာ မ ဟုတ် တာ အော် အေး ပါ ကြည့် မိ တဲ့ ငါ ပဲ မှား တာ ပါ,no,4775
ချက်ချင်း နော် တတ် လည်း တတ် နိုင် တယ် မင်းသား တွေ နဲ့ ပလူး ပြီး ဆပ်စလူးထ တဲ့ ကား တွေ ရိုက် တာ လည်း သူ တို့ ပဲ ကျားကျားကြိုက်ကြိုက် လို ကား မျိုး ဘယ်သူ က နင် တို့ ကို အတင်း ရိုက် ခိုင်း လို့ လဲ ?,ab,372
နိုင်ငံ ရေး ကို နကန်း တစ် လုံး နားမလည် ဘဲ မြှောက် ပေး တိုင်း ဖျင်ပေါ်အောင်က တဲ့ ရိုးအ သူ တွေ အမြင် မှန် ရ ဖို့ ကောင်း ပြီ,po,6466
အမှန်တရား ဘက် က ရပ်တည် ပြီး မိဘ ကို စောင့်ရှောက် ရင် ဘာဘူ ဘ၀ ဒီ ထက် မ က အောင်မြင် အေးချမ်း မှာ ပါ ကောင်းကျိုး လုပ် သူ ကောင်း မြတ် ခြင်း ဖြင့် ပြည့်စုံ ပါ စေ ။,no,3946
5 နှစ် ပဲ အစိုးရ လုပ် ခဲ့ ဖူး လို့ 10 နှစ် လောက် များ လုပ် ခဲ့ ဖူး ရင် ဘယ်လောက် များ ရူး လိုက် ကြ မယ် မ သိ ဘူး နော်,po,2804
ရန်တိုက် ပေး တာ နော် ။ မ ယူ ရင် လည်း စောက်ပြဿနာ ရှာ ဦး မယ် ။ အကွက် လေး တွေ မ သိ တာ ကျ လို့ ။,ab,853
နင် တို့ က လည်း ဟာသ ဆန်ဆန် တွေ တင် ရ မယ့် gp မှာ လီး တွေ တင် နေ တာ လား,ab,4147
ပြော ချင် တာ အဲ့ တာ ပဲ Ss ရိုက် ပြ တာ တောင် acc name မ ပါ ဘူး 🌚 သွား ဆဲ မှာ စိုး လို့ နေ မှာ ရယ်,no,5738
အမ တို့ မြို့ နဲ့ ဆိုင် တဲ့ gp တွေ မှာ အကုန် share အမ,no,3531
သူ့ ကို ဘာ ကြည့် ပြီး vote ပေး ကြ တာ ပါ လိမ့် $ရူးမ ဘာ မ ဟုတ် တဲ့ ကိစ္စ ကြောင့် ရွှေကြို အခွင့်အရေး ကို ဆုံးရှုံး မ ခံ နိုင် လို့ ဆို ပြီး ပြော တဲ့ $ရူးမ,ab,2994
တင်ဆက် တဲ့ အကို ကြီး ချော တယ် နော်,no,119
အကျိုး ရှိ တာ လေး တွေ ဖန်တီး ကြ ပါ ဟ 😑,no,6767
‌ စစ်ခွေး တွေ ကို ပြည်သူ ရွံ တာ လဲ မ ပြော နဲ့ ၊ လုပ်ရပ် က လူစိတ်ပျောက် နေ ပြီ ။,po,4305
ပေါတောတော နဲ့ တက် လာ ရင် ကျော် ပ လိုက် တယ်,no,4877
ဘောမမ ဘူး ဆို တော့ ထမ်း တာ ပေါ့ စစ်ခွေး ကို ပြော တာ လေ သူ ပြော ထား တာ နည်း တောင် နည်း သေး တယ် အဲ့ ထက် ပြော ရ ဦး မှာ လေ ဗျာ 😇,po,3269
အခွင့်အရေး တွေ ကို ဘာ မ ဟုတ် တာ နဲ့ မ ဆုံးရှုံး ချင် လို့ တဲ့ ငါ့လခွီး အသက် ပေး နေ တဲ့ လူ တွေ က ပျော် နေ လို့ လား စစ် တလရ ဖြစ် နေ တာ သိ လား ဖြစ် နေ တဲ့ ပြဿနာ တွေ ကို နားမလည် ဘူး တဲ့ စိတ်ချမ်းသာ တယ် $ရှက် လည်း မ ရှိ ဘူး ဖေလိုးမ ဒါ နဲ့ စကား ကို ဖြေးဖြေး ပြော အသက် လည်း ရှူ ပါ ဦး ဖလမ ရယ်,po,3553
ရွှေ ဘော ကြို တာ လေ,ab,6646
ဆက်ကြေး မ ပေး လို့ ပေါ့ ဗျာ ဒါ ပဲ ရှိ တာ ပဲ မြို့ ထဲ ထိ ဝင် ကောက် နေ တာ SSPP ရယ် TNLA ရယ် ဒီ ကမကလ နှစ် ဖွဲ့ ပဲ ရှိ တာ အာသောက တွေ ကို ဗုံးပစ် တာ လည်း ဒီ ကောင် တွေ ပဲ .. လားရှိုး တိုင်းမှူး က ဘာ မှ ကို သုံးစားမရ တာ အသိသာ ကြီး တိုင်း စစ် ဌာန ချုပ် ကြီး ဟီး နေ တာ ကို ခု လို ဖြစ် တယ် ဆို တော့ လော်သာပြေးစုပ် လိုက် တော့ .. 😑 😑,po,5984
BBC အောက် က ပုံ က တော်တော် ရှာ လိုက် ရ တယ် ထင် တယ် သူ တို့ လည်း google ခေါက် လိုက် တာ ပဲ နော် ပင်ပန်း သွား ဦး မယ်,no,3162
အဓိက က ကြွား တဲ့ ကောင် အပြစ် မ ဟုတ် ဘူး share ပြီး အတန်းရှင်း ရှာ ပေး cmt ပေး like ပေး နေ တဲ့ ကောင် တွေ ကြောင့် ဒီ လောက် ထိ ဖြစ် နေ ရ တာ neglect ထား ကြ ပါ စောက်ဖက် မ လုပ် ပါ နဲ့ အဲ့လို ကောင် တွေ ကို,ab,1737
ကမကလ အဖွဲ့ ကို အရင် သင် ပါ လို့,ab,3049
အခု လို လုပ်ဆောင် သူ တွေ သူ တို့ မိသားစု အလှည့် မ ရောက် ပါ စေ နဲ့,no,5303
မိဘ အပေါ် လုပ် ရက် မှ တော့ တခြား သူ ဆို ပြော မ နေ နဲ့ တော့ တခြား သူ အပေါ် လည်း မ ရိုင်း သင့် ပါ ဘူး လူသား ချင်း စာနာ သင့် ပါ တယ်,no,5919
စိတ် ဖောက်ပြန် နေ တာ လား အရူးမ,ab,4002
ဘာ မှ မ သိ ဘဲ ဇွတ် ပြီး ထောက်ခံ မ နေ နဲ့ စောက်ကျင့်ယုတ် တဲ့ စစ်တပ် က အဖိုးကြီး ဟ,po,6233
လက်နက် လက် ထဲ ရှိ လာ ပြီ ဆို ဖင်ကယား လာ ပြီ အဲ့ဒီ ကောင် တွေ ကို ဘယ် ထောင် ထဲ ထည့် မှာ လဲ ဘယ်သူ တာဝန် ယူ မှာ လဲ,po,361
အကို ရေ ကျွန်တော့် ရင်ခွင် ထဲ လည်း လာ ကြည့် ပါ ဦး,no,3076
လိပ်စာ သိ ရင် လည်း တစ် ယောက် တည်း မ သွား နဲ့ နော် ခေါ် ဦး 🤣🤣🤣 😂 😂 😂,no,6433
စစ်ခွေး သန်းရွှေ ထွက် ခါ နီး ပြည် ပျက် အလံ ကို ပြောင်း ခဲ့ တာ မြန်မာ အလံ မှာ တရုတ် အလံ ရဲ့ အဝါ ရောင် ပါ နေ တာ ဝက်တရုတ် ပယောဂ မ ကင်း ဘူး အချိန် ရှိ တုန်း အလံ ပြင် ပါ,po,3748
သူ တို့ တောင် ဗြောင်လိမ်ဗြောင်စား ပါးစပ်ကဖင်ဖင်ကပါးစပ်ဖြစ်နေ တာ ကလေး တွေ ကို သင် ဦး မ တဲ့ မှတ်သား လောက် ပါ တယ် ခင်ဗျ မှတ်သား လောက် ပါ တယ်,ab,6078
ယီး ပြည်သူ့ ကာကွယ် ရေး လား ခွေးမသား တွေ,po,4648
အောင်မြင် အောင် ကျ မ လုပ် ပေး နိုင် ဘဲ နဲ့ သူများ သား သမီး ကို အရှက်ခွဲ တယ်,no,1981
ဒေါ်လာ မ မြင် ဖူး လို့ ခု လို ပြ ပေး တာ ကျေးဇူးတင် လိုက် တာ အမ ရယ် ခု တော့ မြင် ဖူး သွား ပြီ 🥲,no,5380
မေလိကန် ဆို တာ နဲ့ ဇွတ် အထင်ကြီး တဲ့ ဟာ တွေ က ရှိ သေး တယ် ယူ ရေ,no,513
မအလ ဂိုဏ်း သား တွေ က ခြေ သိုင်း လက် သိုင်း တွေ ထုတ် သုံး လာ ကြ ပြီ ပေါ့ လေ,po,2456
ဖင်ခံ လို့ မ ဝ သေး လို့ ဘောပါမ ချင် တာ လား,ab,6583
မအလ အာဏာ သာ သိမ်း ထား တာ နိုင်နင်း အောင် မှ မ အုပ်ချုပ် တတ် ဘဲ သူ များ ပြော စရာ ဖြစ် ပြီ ပေါ့,po,6243
ကောင်မ သူ က မိဘ ကို လုပ်ကျွေး နေ တာ ဆို ပဲ ငါ တို့ က မိဘ လုပ်စာ စား နေ သလို ပဲ ခု ထိ နိုင်ငံရေး သူ နဲ့ မ ဆိုင် ဘူး တွေး နေ သမျှ ဒင်း ဟာ ဘောမ ပဲ,po,379
လူနပ် ချမ်းသာ ဆွ သူ မ သေ အ သူ သေ အော် သူ မ သေ တိုက် သူ သေ အလှူ ခံ သူ ချမ်းသာ ထောက်ပံ့ သူ မွဲ အရီးဒေါ်ပု အောင် ရ မည် zeee 😂 😂 😂,po,814
ခွေး တစ် ကောင် ပလ္လင် လု တာ မြန်မာ့ လူဦးရေ အတော် လေး ကျဆင်း သွား ပြီ 😭,po,4710
စကား ပြော တာ လေး လုံး မ ကွဲ ဘူး လိုရင်း ကို မ ပြော,no,3278
ဒါ တွေ ရှိ တာ တောင် စစ်ခွေး မသာ ချည်း ပဲ ဖြစ် နေ တာ,po,4986
ဒါ နဲ့ ပုဂံ ဘုရား တွေ ကြား ထဲ ဘု ပြီး အော ဗီဒီယို တင် ခဲ့ တဲ့ အဖြူ ကောင် အတွဲ သတင်း ရော ကြား မိ သေး လား ဗျ ။,ab,6400
A ခန်း က ကောင် တွေ ကို ပဲ လူ လို့ ထင် တဲ့ ကျောင်း ပေါ့ နော်,no,1431
တော်တော် ကောင်း ပါ တယ် ဒီ ထက် ပို ကောင်း တာ က လုံးဝမဆိုတော့ရင်ပေါ့,ab,2935
ခွေးလောက်တောင်အသိမရှိဘူး မင်းတို့လူကမွေးတာလား,ab,3134
စစ်သား က ရဲ လုပ် တယ် ဆို တော့ ဘာ လို့ ရဲ ထား နေ တာ လဲ အကုန် သာ စစ်သား လုပ် ခိုင်း လိုက် အဲ့ဒါ မှ ရဲ မိန်းမ လည်း မဲဖောက်ကံစမ်း ရ မှာ,po,4869
ကိစ္စ တစ် ခု ကို သေသေချာချာ မ သိ ဘဲ တစ်ဖက်သတ် ဝင် မ ပြော သင့် ဘူး အထူးသဖြင့် ကလေး နဲ့ ဘာ မှ မ ဆိုင် ဘူး,no,2115
မ တူ ရင် မ တု နဲ့,no,1645
စောက်ထင်မကြီးဘူး စောက်ရူးမ . ဘာ လုပ် ရ မှာ လဲ ဒီလို လုပ် စား နေ တာ ဒါ ဖြစ် ချင် လို သိ နေ တယ်,ab,3770
စခ တွေ သူ တို့ အသက် သေ မှာ ကြောက် နေ ကြ တယ် ပေါ့ ပြည်သူ ကို ဒုက္ခပေး ပြီး ရွာ တွေ ကို မီးရှို့ တုန်း က ဒီ ရုပ် မ ဟုတ် ဘူး,po,3729
